issues_title,issues_created_at,issues_thread_id,issues_comment_id,issues_comment_type,issues_comment_text,issues_comment_author,issues_time_to_close,issues_time_to_first_response,issues_no_of_comments,issues_commits,issues_checks,issues_files_changed,issues_lines_changed
Update readme,2015-11-02T13:28:21Z,112078756,153016291,answered,"@syohex 

velodyne_driverのSubmodule化に関してですが，
こちらでは最新のセンサにドライバを対応させるため，
下記のような変更を加えて使用しています．

``` diff
diff --git a/velodyne_driver/src/driver/driver.cc b/velodyne_driver/src/driver/driver.cc
index dbc36af..aec42ff 100644
--- a/velodyne_driver/src/driver/driver.cc
+++ b/velodyne_driver/src/driver/driver.cc
@@ -43,6 +43,11 @@ VelodyneDriver::VelodyneDriver(ros::NodeHandle node,
       packet_rate = 3472.17;            // 1333312 / 384
       model_full_name = std::string(""HDL-"") + config_.model;
     }
+  else if (config_.model == ""64E_S3"")
+    {
+      packet_rate = 5800.0;
+      model_full_name = std::string(""HDL-"") + config_.model;
+    }
   else if (config_.model == ""64E"")
     {
       packet_rate = 2600.0;

```

この変更は，最新のドライバソース(https://github.com/ros-drivers/velodyne/blob/master/velodyne_driver/src/driver/driver.cc)やパッケージ版では対応がされておらず，
新規にAutowareをセットアップするごとに，こちらで毎回ソースコードを
変更しております．
（かつ，追加行の3行目にある5800.0という値は実験的な値であり，
正確なものでは無いため，今後変更する可能性があります）

このセンサは今後ユーザが増えると考えられるため，この変更を
可能であればAutowareに組み込みたい（catkin_make_release時に自動的に反映されるようにしたい）のですが，何か良い方法をご存知でしたら，ご教示いただけませんでしょうか？

ご多用のところ，誠に恐れ入りますが，上記ご検討のほどよろしくお願い致します．
",manato,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-02T14:01:47Z,112078756,153024311,questioned,"1. 本家に変更を取り込んでもらい, 適用後 submoduleのリビジョンを更新する
2. パッチを同梱し, ビルドスクリプト実行時に適用する
3. velodyneを(一時的?)に forkし, その差分を適用, submoduleの参照先をそちらにする

のいずれかになるかと思います. 1.が最も望ましい形ではあると思いますが, packet_rateが
定まっていないということでマージは難しいのではないかと思います. PRの傾向を見ても
安易にマージしてくれるプロダクトではなさそう.

となると 2, 3でしょうか. 今後変更することがないのであれば, 2の方が楽かと思いますが,
変更を頻繁に行う可能性がるとなると 3でしょうか.
",syohex,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-04T00:26:24Z,112078756,153532747,answered,"@syohex 
ご教示，ありがとうございます．
どの方法で行くか，先生と相談したいと思います．

@shinpei0208 
今後の変更可能性を考慮して，3で行こうと思うのですが，CPFL直下にforkしてしまって大丈夫でしょうか？
",manato,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-06T05:59:32Z,112078756,154310428,answered,"@syohex @manato
先生との議論の結果、3で行くことになりました。
また、submoduleの置く場所ですが、
元あった/ros/src/sensing/drivers/lidar/packages/velodyneパッケージを削除してその場所に置き、元あったvelodyneパッケージにあるlaunchファイルをsubmoduleのほうに移動させることでdependsディレクトリを使わずに済むようになると思います。
仕様が二転三転して大変申し訳ありません。
このような形でよろしいでしょうか。
",h-ohta,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-09T02:42:20Z,112078756,154905383,questioned,"それでうまくいくかをとりあえず試してみようかと思います.
",syohex,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-09T07:23:23Z,112078756,154977980,questioned,"https://github.com/CPFL/Autoware/pull/90#issuecomment-154310428 に対応するための PRを出しました. https://github.com/CPFL/Autoware/pull/114 ご確認ください. よろしくお願いします.

Velodyneパッケージは https://github.com/CPFL/velodyne に forkしました. 本家と同期を取るために masterブランチは手を付けずに Autowareブランチを利用するようにしています.
",syohex,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-10T10:15:20Z,112078756,155377679,answered,"@syohex 
対応有難うございます。
subtreeの仕様になれることが出来れば大変使いやすいものに感じました。
velodyneドライバを編集した後のpushには気をつけます。
ただ、subtreeであることを知らない方が修正し、間違ってpushしてしまうこともありえますので、周知するようにReadmeなどに記載をお願いできますでしょうか。
",h-ohta,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-10T11:07:49Z,112078756,155390588,questioned,"https://github.com/CPFL/Autoware/commit/ab8dfb617f646434f3dc8e74c4a332a43e8f85f3

追加しました.
",syohex,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-11T01:05:28Z,112078756,155620635,answered,"@syohex 
ありがとうございます。

@manato @shinpei0208 
以上でいかがでしょうか。
",h-ohta,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-11T09:21:25Z,112078756,155712061,answered,"@syohex , @h-ohta 
ご対応ありがとうございます。大丈夫だと思いますので、マージをお願い致します。
",manato,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-11T09:58:06Z,112078756,155720003,questioned,"マージしました.
",syohex,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-11T10:04:03Z,112078756,155721119,questioned,"I have integrated velodyne source code into this repository as `git subtree`. Original repository is here(https://github.com/CPFL/velodyne), this is forked version. Please be careful for changing velodyne code from this repository. That may break repository history. You must learn about `git subtree`, `git subtree push`, `git subtree split` etc.

Velodyneのソースコードを Autowareリポジトリに `git subtree`として取り込みました. オリジナルは https://github.com/CPFL/velodyne にあります(本家の fork版です). velodyneのコードを本リポジトリから修正する場合は注意が必要です. 他のソースコードと同じように `git push`をすると履歴がいろいろと壊れます. 変更する場合は, `git subtree push`, `git subtree split`を使う必要があります.
",syohex,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-17T09:01:35Z,112078756,157312996,answered,"@syohex 
subtreeを編集し、`git subtree push` を行おうとしたのですが、
403で弾かれてしまいます。
権限などはどうなっていますでしょうか？
",pdsljp,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-17T09:08:30Z,112078756,157314113,questioned,"`git subtree push`の際, どのようなコマンドを実行したか示していただけないでしょうか ?
",syohex,202.0,156897.0,30,2,0,1,6
Update readme,2015-11-17T09:14:19Z,112078756,157315571,questioned,"無理なようでしたら, https://github.com/CPFL/velodyne を直接操作していただくというのでも良いですが.
",syohex,202.0,156897.0,30,2,0,1,6
created .gitignore,2015-10-16T11:02:22Z,111808672,148684443,questioned,"申し訳ありませんが、適宜ignoreファイルを追加おねがいします
",pdsljp,42960.0,91.0,10,2,0,1,19
created .gitignore,2015-10-16T11:06:44Z,111808672,148685119,answered,"ignoreファイルは以下に存在しています.

```
% git ls-files | grep .gitignore
ros/.gitignore
ros/src/computing/perception/detection/packages/road_wizard/.gitignore
ros/src/sensing/drivers/gnss/packages/javad_navsat_driver/.gitignore
ros/src/sensing/fusion/packages/calibration_camera_lidar/.gitignore
ros/src/sensing/fusion/packages/points2image/.gitignore
ros/src/util/packages/RobotSDK/glviewer/.gitignore
ros/src/util/packages/RobotSDK/rosinterface/.gitignore
ros/src/util/packages/runtime_manager/scripts/.gitignore
ui/tablet/AutowareRider/.gitignore
ui/watch/Voice/.gitignore
ui/watch/Voice/mobile/.gitignore
ui/watch/Voice/wear/.gitignore
ui/watch/mapdemo/.gitignore
ui/watch/mapdemo/app/.gitignore
ui/watch/mapdemo/mobile/.gitignore
vehicle/zmp/hv/.gitignore
vehicle/zmp/hv2/.gitignore
```
",syohex,42960.0,91.0,10,2,0,1,19
created .gitignore,2015-10-16T11:11:03Z,111808672,148686110,answered,"旧リポジトリは以下のようになっていました.

```
# GNU global tags
GTAGS
GRTAGS
GSYMS
GPATH

# Python byte-compile file
__pycache__/
*.py[co]

# editor backup files
*~
\#*\#

#eclipse settings
.cproject
.project
.pydevproject
.settings/
```
",syohex,42960.0,91.0,10,2,0,1,19
created .gitignore,2015-10-16T11:35:38Z,111808672,148691566,answered,"@syohex 
旧リポジトリと同じ構成でお願いできないでしょうか。
お手数おかけして申し訳ございません。
",h-ohta,42960.0,91.0,10,2,0,1,19
created .gitignore,2015-10-16T11:46:18Z,111808672,148692965,answered,"トップディレクトリ以外は同じはずなので, トップディレクトリだけ合わせれば済むものと思います.
",syohex,42960.0,91.0,10,2,0,1,19
created .gitignore,2015-10-16T11:57:05Z,111808672,148697662,answered,"@syohex 
承知いたしました。
それではこちらで合わせてもよろしいでしょうか。
",h-ohta,42960.0,91.0,10,2,0,1,19
created .gitignore,2015-10-16T11:57:32Z,111808672,148697841,answered,"> 承知いたしました。
> それではこちらで合わせてもよろしいでしょうか。

はいお願いします.
",syohex,42960.0,91.0,10,2,0,1,19
created .gitignore,2015-10-16T12:00:14Z,111808672,148698280,answered,"@syohex 
修正いたしました。
お手数おかけしますが、ご確認よろしくお願いします。
",h-ohta,42960.0,91.0,10,2,0,1,19
created .gitignore,2015-10-16T21:49:48Z,111808672,148844527,answered,"問題ないと思います.
",syohex,42960.0,91.0,10,2,0,1,19
created .gitignore,2015-10-16T22:56:46Z,111808672,148860081,answered,"@syohex 
ではマージいたします。
お時間いただきありがとうございました。
",h-ohta,42960.0,91.0,10,2,0,1,19
Fix ndt_stat handling,2015-10-16T05:35:53Z,111763637,,,,syouji,,,0,1,0,4,38
Develop waypoint saver,2015-10-16T03:06:02Z,111749034,,,,pdsljp,,,0,4,0,4,381
Publish gnss topics,2015-10-15T09:09:30Z,111574607,,,,syouji,,,0,3,0,8,271
Merge map_db with map_file.,2015-10-13T15:07:15Z,111200541,,,,kuriking,,,0,1,0,5,655
Set use_predict_pose off.,2015-10-13T08:32:18Z,111132195,,,,kitsukawa,,,0,1,0,1,1
Develop velocity set,2015-10-13T02:39:05Z,111092120,,,,TomohitoAndo,,,0,2,0,3,46
Integration of RCNN object detection on Autoware ,2015-10-08T07:10:30Z,110382023,146440120,questioned,"> 2nd argument of ConvertImageToBlob is reference, while 2nd argument of ConvertRoisToBlob is pointer. why ?

I was just testing your patience my dear @syohex 
http://redcloudinfotechii2012b.pbworks.com/f/1354563451/why.jpg
Really, thank you for your suggestions. 
I'll continue later with the rest.
",amc-nu,1808087.0,2423.0,5,7,0,18,1203
Integration of RCNN object detection on Autoware ,2015-10-29T01:03:03Z,110382023,152044250,questioned,"ping @syohex 
",amc-nu,1808087.0,2423.0,5,7,0,18,1203
Integration of RCNN object detection on Autoware ,2015-10-29T02:07:59Z,110382023,152051859,answered,"To download data file takes too long time. Please wait a while.
",syohex,1808087.0,2423.0,5,7,0,18,1203
Integration of RCNN object detection on Autoware ,2015-10-29T02:08:53Z,110382023,152051960,questioned,"Thanks Yosh-san

> On Oct 29, 2015, at 11:08, Syohei YOSHIDA notifications@github.com wrote:
> 
> To download data file takes too long time. Please wait a while.
> 
> ―
> Reply to this email directly or view it on GitHub.
",amc-nu,1808087.0,2423.0,5,7,0,18,1203
Integration of RCNN object detection on Autoware ,2015-10-29T03:25:41Z,110382023,152063379,questioned,"> > Why isn't this type enum RcnnDetectorClasses ?

You can change it if you wish Yosh
",amc-nu,1808087.0,2423.0,5,7,0,18,1203
Support direction angle,2015-10-08T06:01:59Z,110379591,,,,syouji,,,0,4,0,4,589
"Runtime Manager, fix bottom top5 showing from thread",2015-10-07T01:09:03Z,110133422,,,,kondoh2,,,0,1,0,1,4
"Goodbye hydro, Hello jade",2015-10-07T10:26:04Z,109923957,146145797,questioned,"Could anyone check whether Autoware works on jade ?
",syohex,1302831.0,115069.0,2,4,0,32,154
"Goodbye hydro, Hello jade",2015-10-21T04:22:29Z,109923957,149777666,questioned,"I should improve Qt5 configuration. I'll send PR again.
",syohex,1302831.0,115069.0,2,4,0,32,154
Update region_tlr,2015-10-02T12:12:29Z,109478700,145000471,questioned,"@syohex 
Could you please review modifications and merge PR if there is no problem?
I appreciate your always help.
",manato,224131.0,440.0,3,1,0,3,30
Update region_tlr,2015-10-05T02:20:49Z,109478700,145412501,answered,"Merged.
",syohex,224131.0,440.0,3,1,0,3,30
Update region_tlr,2015-10-05T11:34:01Z,109478700,145501439,questioned,"Thanks for reviewing. 
",manato,224131.0,440.0,3,1,0,3,30
Fix circular dependency,2015-10-02T23:30:06Z,109245961,145182885,answered,"Yosh-san

I think your solution is great, thank you for taking the time for checking and fixing it.

Best regards,
Abraham

Syohei YOSHIDA さんは書きました : 

> @amc-nu There is circular dependency between klt package and cv_tracker package. cv_tracker links klt library, while klt uses cv_tracker message headers.
> 
> Currently klt package does not declare its dependency about cv_tracker(There is add_dependencies, but this is not enough, because cv_tracker is not declared in CATKIN_DEPENDS and package.xml). Build is failed if I declare klt dependency by that CMake finds circular dependency and raises error as below.
> 
> CMake Error at /home/syohei/Autoware/ros/build/catkin_generated/order_packages.cmake:179 (message): Circular dependency in subset of packages: cv_tracker, klt 
> 
> klt library is linked only from cv_tracker so I suppose klt library need not to be the own package.
> How about you ?
> 
> You can view, comment on, or merge this pull request online at:
> 
>   https://github.com/CPFL/Autoware/pull/76
> 
> Commit Summary
> 
> Fix circular dependency 
> 
> File Changes
> 
> D ros/src/computing/perception/detection/lib/image/klt/CMakeLists.txt (45) D ros/src/computing/perception/detection/lib/image/klt/package.xml (12) M ros/src/computing/perception/detection/packages/cv_tracker/CMakeLists.txt (14) R ros/src/computing/perception/detection/packages/cv_tracker/lib/lktracker/LkTracker.cpp (0) R ros/src/computing/perception/detection/packages/cv_tracker/lib/lktracker/LkTracker.hpp (1) R ros/src/computing/perception/detection/packages/cv_tracker/lib/lktracker/klt.cpp (2) M ros/src/computing/perception/detection/packages/cv_tracker/nodes/klt_track/klt_track.cpp (8) 
> 
> Patch Links:
> 
> https://github.com/CPFL/Autoware/pull/76.patchhttps://github.com/CPFL/Autoware/pull/76.diff 
> 
> —
> Reply to this email directly or view it on GitHub.￼
",amc-nu,322075.0,143365.0,2,1,0,7,82
Fix circular dependency,2015-10-05T01:19:58Z,109245961,145407895,questioned,"Thanks for reviewing. I have merged.
",syohex,322075.0,143365.0,2,1,0,7,82
"Runtime Manager, add top5 showing",2015-09-30T09:53:32Z,109053324,,,,kondoh2,,,0,1,0,1,69
Fix region tlr,2015-09-29T15:46:51Z,108897660,144099360,questioned,"I merge this PR tentatively.
Please notify me if there are any problem.
",manato,193.0,189.0,1,2,0,4,21
"Runtime Manager Topics tab, fix topic echo off, immediately",2015-09-29T06:47:16Z,108804899,,,,kondoh2,,,0,1,0,3,38
"Runtime Manager Topics tab, Echo ckbox default OFF, syslog OFF",2015-09-29T05:53:11Z,108799474,,,,kondoh2,,,0,1,0,3,8
"Runtime Manager Statu tab, stdout,stderr default off",2015-09-29T05:19:37Z,108796285,,,,kondoh2,,,0,1,0,2,8
Fix velocity computation on crossroads,2015-09-29T05:09:35Z,108795538,,,,syouji,,,0,1,0,1,7
"Runtime Manager Status tab, modify top cmd view width",2015-09-29T03:16:18Z,108786562,,,,kondoh2,,,0,1,0,1,7
Modify to deal with acceleration,2015-09-28T13:41:26Z,108660240,,,,TomohitoAndo,,,0,1,0,2,15
"Runtime Manager Status tab, update top command results font",2015-09-28T08:37:17Z,108612674,,,,kondoh2,,,0,1,0,1,3
Modified ndt_matching.launch to support 3D URG.,2015-09-27T19:32:48Z,108556131,,,,kitsukawa,,,0,1,0,1,4
Add predict_pose.,2015-09-27T18:53:11Z,108554210,,,,kitsukawa,,,0,1,0,2,27
Fix no-GPU platform issue,2015-09-25T12:39:35Z,108306828,143208502,answered,"マージしました。
対応ありがとうございます。
",TomohitoAndo,4762.0,4831.0,1,1,0,1,2
Develop sensor gnss,2015-09-25T10:54:17Z,108304187,,,,h-ohta,,,0,5,0,20,89
Correct package name,2015-09-25T07:29:54Z,108277196,,,,syohex,,,0,1,0,1,2
"Runtime Manager, brushup about link color setting",2015-09-25T04:01:16Z,108258321,,,,kondoh2,,,0,1,0,1,29
"Runtime Manager, brushup about wx.BoxSizer",2015-09-25T03:23:44Z,108254736,,,,kondoh2,,,0,1,0,1,39
"Runtime Manager Status tab, que clear at Stdout OFF and Stderr OFF",2015-09-24T08:00:31Z,108078482,142845914,answered,"ありがとうございます！
2015/09/24 16:58 ""kondoh2"" notifications@github.com:

> Merged #58 https://github.com/CPFL/Autoware/pull/58.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/CPFL/Autoware/pull/58#event-417826911.
",shinpei0208,25.0,162.0,1,1,0,1,8
"Runtime Manager Sensing Tab, add config to Javad",2015-09-24T06:22:33Z,108066343,,,,kondoh2,,,0,1,0,2,27
Mod dpm ocv,2015-09-24T01:55:46Z,108041407,,,,syohex,,,0,5,0,8,263
Clipping input detections to eschew an exception,2015-09-23T08:03:15Z,107869023,,,,amc-nu,,,0,1,0,1,15
Euclidean Clustering can optionally publish filtered point cloud and/or filtered ground points,2015-09-23T07:43:29Z,107530035,142520923,answered,"@amc-nu ,
Thanks for your great work.

This is a comparison picture.
![screenshot from 2015-09-23 16 21 12](https://cloud.githubusercontent.com/assets/3022416/10039948/e994db50-6211-11e5-9a64-0e8e89592090.jpg)

(The picture shows that ranging with /points_filtered can detect cars in far place which /vscan_image can't)

But, with regard to processing speed, points_filtered somewhat slower than vscan.
I'll send comparison video link later.
",manato,331908.0,147051.0,4,4,0,3,119
Euclidean Clustering can optionally publish filtered point cloud and/or filtered ground points,2015-09-25T02:19:25Z,107530035,143105518,questioned,"so, can we merge this one? @manato @syohex ??
",amc-nu,331908.0,147051.0,4,4,0,3,119
Euclidean Clustering can optionally publish filtered point cloud and/or filtered ground points,2015-09-25T02:38:29Z,107530035,143107481,answered,"I think yes.
",syohex,331908.0,147051.0,4,4,0,3,119
Euclidean Clustering can optionally publish filtered point cloud and/or filtered ground points,2015-09-25T04:42:47Z,107530035,143125573,answered,"I think so too.
",manato,331908.0,147051.0,4,4,0,3,119
Velocity set,2015-09-21T12:59:09Z,107506450,,,,TomohitoAndo,,,0,4,0,5,88
Fix kf,2015-09-21T10:58:38Z,107476865,141941058,answered,"I think you nailed it!
",amc-nu,4655.0,4589.0,2,2,0,3,18
Fix kf,2015-09-21T11:25:30Z,107476865,141945944,questioned,"I appreciate your help! 
",manato,4655.0,4589.0,2,2,0,3,18
Change variable name,2015-09-21T08:04:34Z,107462270,,,,TomohitoAndo,,,0,1,0,2,14
Ndt matching dev,2015-09-17T09:43:03Z,106947576,,,,kitsukawa,,,0,3,0,7,203
Velocity set,2015-09-17T10:05:52Z,106776820,141032724,questioned,"吉田様、丁寧にご教示いただきありがとうございます。
レビューしていただいた箇所を修正し、pushしました。
お手数ですが、もう一度ご確認お願いします。
親クラスに同じようなメソッドがある点と、関数にconstをつける点については、親クラス Path も変更する必要がありそうでしたので、太田さんと相談したのち、修正を加える予定です。
",TomohitoAndo,163918.0,73264.0,4,8,0,2,351
Velocity set,2015-09-18T10:01:28Z,106776820,141408974,answered,"こちらいつ頃マージできそうですか
",shinpei0208,163918.0,73264.0,4,8,0,2,351
Velocity set,2015-09-18T11:17:00Z,106776820,141421598,answered,"マージしました.
",syohex,163918.0,73264.0,4,8,0,2,351
Velocity set,2015-09-18T12:14:02Z,106776820,141432843,answered,"ありがとうございます！！
2015/09/18 20:17 ""Syohei YOSHIDA"" notifications@github.com:

> マージしました.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/CPFL/Autoware/pull/49#issuecomment-141421598.
",shinpei0208,163918.0,73264.0,4,8,0,2,351
fix-dependency,2015-09-16T10:52:02Z,106748202,,,,h-ohta,,,0,1,0,2,4
Fix subscribing topic names,2015-09-16T08:20:38Z,106723120,,,,syouji,,,0,1,0,1,10
Cache current waypoints,2015-09-16T08:08:33Z,106721143,,,,syouji,,,0,1,0,2,68
"sound_player, update about sound file relative path",2015-09-16T06:28:26Z,106708306,,,,kondoh2,,,0,2,0,1,9
Use modified OpenCV function for adjusting parameter,2015-09-17T01:55:00Z,106702335,140942049,questioned,"This change was merged into [mod_dpm_ocv](https://github.com/CPFL/Autoware/tree/mod_dpm_ocv) branch
",syohex,72791.0,72791.0,1,1,0,1,46
"sound_player, add Autoware path to relative sound file path",2015-09-16T03:57:22Z,106693671,,,,kondoh2,,,0,1,0,1,10
Remove unnecessary code.,2015-09-15T10:13:38Z,106525163,,,,kitsukawa,,,0,1,0,1,13
Add estimate_twist.,2015-09-15T09:40:02Z,106520160,,,,kitsukawa,,,0,3,0,4,765
Added new sound files into sound_player,2015-09-15T08:14:06Z,106505297,,,,manato,,,0,1,0,4,3
Show lane_stop configurations,2015-09-15T02:48:42Z,106466429,,,,syouji,,,0,1,0,1,4
updated fusion to optionally read from any points to image projection,2015-09-16T03:12:07Z,106370328,140613423,answered,"平林君、こちらテストお願いできますか。

2015-09-15 0:45 GMT+09:00 Abraham notifications@github.com:

> - updated fusion to optionally subscribe to any points to image
>   projected topic(vscan_image, points_image, any output generated by
>   points2image) via argument points_node. default topic: vscan_image (not
>   changed)
> 
> -updated points2image topic to optionally project any pointcloud2 topic
> via argument point_node (i.e. segmentation, road,...).
> default topic: points_raw (not changed)
> 
> Could anybody test with a real rosbag file please?
> 
> ## Thanks in advance
> 
> You can view, comment on, or merge this pull request online at:
> 
>   https://github.com/CPFL/Autoware/pull/38
> Commit Summary
> - updated fusion to optionally read from any points to image projected
>   topic via argument points_node.
> 
> File Changes
> - _M_
>   ros/src/computing/perception/detection/packages/cv_tracker/launch/ranging.launch
>   https://github.com/CPFL/Autoware/pull/38/files#diff-0 (4)
> - _M_
>   ros/src/computing/perception/detection/packages/cv_tracker/nodes/range_fusion/range_fusion.cpp
>   https://github.com/CPFL/Autoware/pull/38/files#diff-1 (28)
> - _M_
>   ros/src/sensing/fusion/packages/points2image/nodes/points2image/points2image.cpp
>   https://github.com/CPFL/Autoware/pull/38/files#diff-2 (15)
> 
> Patch Links:
> - https://github.com/CPFL/Autoware/pull/38.patch
> - https://github.com/CPFL/Autoware/pull/38.diff
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/CPFL/Autoware/pull/38.
",shinpei0208,238525.0,127618.0,7,4,0,6,110
updated fusion to optionally read from any points to image projection,2015-09-16T10:13:58Z,106370328,140696042,answered,"@amc-nu ,
When I specify the /points_image as input of ranging, no detection results appear on viewer.
![rviz_screenshot](https://cloud.githubusercontent.com/assets/3022416/9901954/edb21408-5ca5-11e5-8ada-cc47eb709fa8.png)

I think I have heard that /vscan_image contains some information (about height or something?) that /points_image doesn't while data type are same.
If ranging node uses the information, I think the compatibility between two topics may be lost.

Could you check it in source code?
As I can check the behavior, please notify if you need.

Thank you!
",manato,238525.0,127618.0,7,4,0,6,110
updated fusion to optionally read from any points to image projection,2015-09-16T10:45:09Z,106370328,140702948,questioned,"Hirabayashi-san

Thank you very much for testing. I'll modify the code according to your feedback.

Have a good night

Greetings
Abraham

Manato Hirabayashi さんは書きました : 

> @amc-nu ,
> When I specify the /points_image as input of ranging, no detection results appear on viewer.
> ￼
> 
> I think I have heard that /vscan_image contains some information (about height or something?) that /points_image doesn't while data type are same.
> If ranging node uses the information, I think the compatibility between two topics may be lost.
> 
> Could you check it in source code?
> As I can check the behavior, please notify if you need.
> 
> Thank you!
> 
> —
> Reply to this email directly or view it on GitHub.￼
",amc-nu,238525.0,127618.0,7,4,0,6,110
updated fusion to optionally read from any points to image projection,2015-09-16T15:16:11Z,106370328,140773115,questioned,"@manato 
I think this will make it. サンキュー
Could you please check it?
",amc-nu,238525.0,127618.0,7,4,0,6,110
updated fusion to optionally read from any points to image projection,2015-09-17T08:41:58Z,106370328,141007394,answered,"@amc-nu 
Thank you for great work!
Now this branch's modification looks working well.
(I'll send a link to comparison video by e-mail because I'm not sure to write here)

If you finish modification on this branch, please ask @syohex  to review code and merge to the master.
Thanks!
",manato,238525.0,127618.0,7,4,0,6,110
updated fusion to optionally read from any points to image projection,2015-09-17T09:07:07Z,106370328,141017989,questioned,"@syohex , Yosh-san could you check if everything is ok with this branch. If so, could you please merge it.
Thank you.
",amc-nu,238525.0,127618.0,7,4,0,6,110
updated fusion to optionally read from any points to image projection,2015-09-17T10:10:21Z,106370328,141034552,answered,"@amc-nu Please don't mix TAB and Spaces(This time, I have fixed). And your commit message does not accord with general git commit message rules. I suppose you should read git commit message guilde line(for example following URL). It is useful when you participate in open source projects.

See also
- http://chris.beams.io/posts/git-commit/ 
",syohex,238525.0,127618.0,7,4,0,6,110
Fix pos_db's bad message.,2015-09-14T08:30:28Z,106294767,,,,kuriking,,,0,1,0,3,8
added sleep,2015-09-14T06:08:48Z,106277347,139971941,questioned,"動作確認が出来ましたのでマージします。
",h-ohta,28.0,25.0,1,1,0,1,1
modified velocity_set.cpp,2015-09-12T11:15:27Z,106148791,,,,TomohitoAndo,,,0,1,0,1,63
modified velocity_set,2015-09-11T14:11:46Z,106018895,,,,TomohitoAndo,,,0,1,0,5,667
add ui/oculus,2015-09-10T12:13:12Z,105793574,,,,KenjiroYamada,,,0,1,0,14,3039
Fix subscribing topic,2015-09-10T11:54:40Z,105791061,,,,syouji,,,0,1,0,1,2
Publish /estimated_vel_mps and /estimated_vel_kmph.,2015-09-10T09:22:37Z,105767426,,,,kitsukawa,,,0,1,0,1,14
fix typo,2015-09-10T09:04:34Z,105764679,,,,h-ohta,,,0,1,0,2,10
"Runtime Manager, update red alert condition",2015-09-10T07:24:17Z,105746203,,,,kondoh2,,,0,1,0,2,32
Fix car_pose and Change alpha value.,2015-09-10T07:17:44Z,105745416,,,,kuriking,,,0,1,0,1,96
Add waypoint_clicker,2015-09-10T05:13:58Z,105733128,,,,syouji,,,0,1,0,3,112
Update documents.,2015-09-09T12:54:32Z,105590312,,,,kuriking,,,0,1,0,4,0
Modified viewers to make them resizable and to make close button enable,2015-09-09T12:01:49Z,105582384,,,,manato,,,0,1,0,7,101
Added checkbox to runtime manger in order to boot baumer camera node,2015-09-09T10:37:47Z,105570183,,,,manato,,,0,1,0,1,3
Mod road wizard,2015-09-09T10:02:58Z,105564884,,,,manato,,,0,2,0,3,89
Import SmartWatch Application,2015-09-09T05:01:01Z,105512564,138784622,answered,"@syohex Thanks. I think it looks good.:ok_hand: 
",syouji,7409.0,4712.0,1,1,0,201,10492
Improve local2global.cpp,2015-09-07T16:12:30Z,105242169,,,,kitsukawa,,,0,1,0,1,48
Thin color of car and pedestrian for old data.,2015-09-07T13:32:34Z,105216860,,,,kuriking,,,0,1,0,1,169
Fix road sign warning on Rviz,2015-09-07T06:22:00Z,105154478,,,,syouji,,,0,1,0,1,12
Add ladybug node,2015-09-04T07:23:36Z,104822557,137664312,questioned,"@amc-nu Can you check PR ?
",syohex,33198.0,15107.0,3,1,0,5,448
Add ladybug node,2015-09-04T09:57:57Z,104822557,137693854,answered,"Hello @syohex

Yes, I see it. You can merge it if everything is OK. Thanks.
",amc-nu,33198.0,15107.0,3,1,0,5,448
Add ladybug node,2015-09-04T10:01:40Z,104822557,137694387,questioned,"Thanks for reviewing. However many commits of old repository were merged. I think we should remove them before merging this PR. Hmm.
",syohex,33198.0,15107.0,3,1,0,5,448
Publish without change in default of vmap,2015-09-03T06:44:07Z,104632156,,,,syouji,,,0,1,0,2,74
Update dpm_ocv,2015-09-02T09:13:49Z,104434392,,,,syohex,,,0,1,0,85,23319
"Runtime Manager, update load bar color",2015-09-02T08:15:54Z,104424692,,,,kondoh2,,,0,1,0,1,2
"Runtime Manager, add top cmd alert level setting",2015-09-02T07:50:06Z,104421127,,,,kondoh2,,,0,1,0,2,9
"Runtime Manager Sensing tab, add params to calibration publisher",2015-09-02T05:49:19Z,104407219,,,,kondoh2,,,0,1,0,1,27
"Runtime Manager Computing tab, add region_tlr diloag",2015-09-02T05:34:42Z,104405382,,,,kondoh2,,,0,1,0,2,11
"Runtime Manager Computing tab, add feat_proj dialog and adjust_xy msg",2015-09-02T05:16:53Z,104403843,,,,kondoh2,,,0,2,0,4,21
"Runtime Manager, update top command setting",2015-09-02T04:07:05Z,104399268,,,,kondoh2,,,0,1,0,2,27
"Runtime Manager, add bar to system load info",2015-08-31T11:57:52Z,104040035,,,,kondoh2,,,0,1,0,3,138
