title,Created_at,thread_id,subtitle_id,Type,Comment_text,creator
Feature/perception visualization cleanup,2018-10-31T03:10:08Z,201,2,questioned,"got it @cirpue49 doesn't look good (IMO), but as you wish",amc-nu
Feature/perception visualization cleanup,2018-10-31T03:40:07Z,201,3,answered,"ROS clang-format formats code with IndentWidth = 2.

```
IndentWidth:     2
```

https://github.com/CPFL/Autoware/wiki/Contribution-Rules#ros-c-coding",kfunaoka
Feature/perception visualization cleanup,2018-10-31T06:10:36Z,201,4,answered,"All you have to do is to run `find . -name '*.h' -or -name '*.hpp' -or -name '*.cpp' | xargs clang-format-3.8 -i -style=file $1` after setting up in this [page](https://github.com/davetcoleman/roscpp_code_format)

This page can be reached from the webpage @kfunaoka posted.

Could you do this to keep the format for all the Autoware users/contributors?",k0suke-murakami
Feature/perception visualization cleanup,2018-10-31T06:26:08Z,201,5,questioned,"It is already applied
-____-",amc-nu
Feature/perception visualization cleanup,2018-10-31T06:45:59Z,201,6,answered,"https://github.com/CPFL/Autoware/blob/feature/perception_visualization_cleanup/ros/src/computing/perception/detection/lidar_tracker/packages/lidar_imm_ukf_pda_track/include/imm_ukf_pda.h#L58

Are you sure?
Also, it is not only about indent.
Please make sure you applied ros clang",k0suke-murakami
Feature/perception visualization cleanup,2018-10-31T11:20:04Z,201,7,questioned,"@cirpue49 Done
I recommend you not to use that code. It will apply a style different to http://wiki.ros.org/CppStyleGuide
Specially the Braces:
Both open and close, **go on their own lines** (no ""cuddled braces"")",amc-nu
Feature/perception visualization cleanup,2018-11-01T06:36:08Z,201,8,answered,"@amc-nu  Do you use this format file?
https://github.com/davetcoleman/roscpp_code_format/blob/master/.clang-format
",kfunaoka
Added missing function declaration to amathutils_lib.hpp,2018-10-24T12:55:05Z,209,,,,
[feaure ] Initial release of Object Filter,2018-11-13T01:04:01Z,210,1,answered,@amc-nu Would you try to create unit tests before merging? I'll review ASAP after I'm back on Nov. 26th.,kfunaoka
[feaure ] Initial release of Object Filter,2018-12-21T03:48:27Z,210,2,questioned,"Can you please review @kfunaoka? Just added the missing Object Filter Test
Special thanks to @sgermanserrano ",amc-nu
[feaure ] Initial release of Object Filter,2019-01-08T05:29:49Z,210,3,answered,"Sorry I have to merge rebuild decision maker autowarefoundation/autoware#1609 as top priority.

@cirpue49 @yukkysaito Would you review?",kfunaoka
[feaure ] Initial release of Object Filter,2019-01-16T07:10:29Z,210,4,questioned,Moved to autowarefoundation/autoware#1815 ,amc-nu
[Fix] Resize RTM UI dialog windows to prevent scrolling,2018-10-24T08:12:36Z,214,,,,
enables to use tf2 in concat filter,2019-03-15T07:20:03Z,215,1,answered,@hakuturu583 Is this PR still valid?,gbiggs
Feature/rtk(novatel oem 7),2019-03-15T07:15:57Z,216,1,answered,@saihideyasu Is this PR still valid?,gbiggs
Feature/rtk(novatel oem 7),2019-05-08T12:05:48Z,216,2,answered,@gbiggs The source repo for this PR appears to no longer exist so I think it can be closed. ,JWhitleyWork
Updated generic/Dockerfile* to copy from local version of repo instea…,2018-10-23T10:02:48Z,218,,,,
Fix/naming convention,2018-10-23T09:58:37Z,219,1,questioned,"@amc-nu I've made the changes you suggested in https://github.com/CPFL/Autoware/pull/1610#discussion_r226612975 https://github.com/CPFL/Autoware/pull/1610#discussion_r226613094  https://github.com/CPFL/Autoware/pull/1610#discussion_r226613251 https://github.com/CPFL/Autoware/pull/1610#discussion_r226613586 and also renamed `Ros` to `ROS`. Each change is in a separate commit, so I can just revert the ones that shouldn't go in.",esteve
Fix/naming convention,2018-10-23T10:06:12Z,219,2,questioned,I just added Tlr/TLR and Roi/ROI,esteve
Fix/naming convention,2018-11-09T14:54:05Z,219,3,answered,"I didn't select [Squash and merge](https://github.com/CPFL/Autoware/wiki/Maintainers-Note) since (1) these commit history are well formed, and (2) these commit messages are worth for CHANGELOGs.",kfunaoka
[fix] Removed python yaml dependency that was causing issues.,2018-10-18T12:44:38Z,222,1,answered,@cirpue49 can you please test it in your environment?,amc-nu
[fix] bash script for catkin_make_release,2018-10-18T09:48:47Z,223,,,,
[Feature] Added functionality to run.sh in docker/generic,2018-11-01T14:00:18Z,224,1,answered,"@sgermanserrano Thanks for your great job! It seems to work correctly in my environment.

But I think I can use a different distribution name on its first argument and tag name, e.g. `./run.sh indigo -t 1.7.0-kinetic`. How about this?
And we plan to prepare ""latest"" tag, so perhaps you'll not need your script catching its tag name.

@kfunaoka I want this function ASAP, please review?",aohsato
[Feature] Added functionality to run.sh in docker/generic,2018-11-02T05:02:41Z,224,2,answered,"@sgermanserrano @aohsato I've created a pull request https://github.com/sgermanserrano/Autoware/pull/1 into this pull request. Would you comment my pull request? I can modify or revert any of the changes in my pull request :)

## Description
- The first arg indigo|kinetic is removed for the inconsistency @aohsato mentioned, i.e., `./run.sh indigo -t 1.7.0-kinetic`
- Set default tag latest-kinetic
- Output image name and shared dir info even if tag and repo are not specified
- Add -h option for help

## Usage
- Option `-h` outputs `Usage: $0 [-t <tag>] [-r <repo>] [-s <Shared directory>]`
- Option `-t` specifies tag (Default: `latest-kinetic`)
- Option `-r` specifies repo (Default: `autoware/autoware`)
- Option `-s` specifies shared dir (Default: `/home/$USER/shared_dir`)
- `./run.sh` outputs `Using autoware/autoware:latest-kinetic` and `Shared directory: /home/$USER/shared_dir` even if tag and repo are not specified",kfunaoka
[Feature] Added functionality to run.sh in docker/generic,2018-11-02T05:04:12Z,224,3,answered,`latest-kinetic|indigo` are not uploaded. I'll once it's OK :),kfunaoka
[Feature] Added functionality to run.sh in docker/generic,2018-11-05T14:01:32Z,224,4,answered,"@kfunaoka I think your modification seems to be good. Can you upload `latest-kinetic|indigo`? I want to check.
@sgermanserrano Would you please comment to this? I wanna use your scripts in my projects. :)
https://github.com/sgermanserrano/Autoware/pull/1",aohsato
[Feature] Added functionality to run.sh in docker/generic,2018-11-05T14:03:48Z,224,5,answered,"@kfunaoka Btw, you already uploaded `1.8.0-kinetic|indigo`?",aohsato
[Feature] Added functionality to run.sh in docker/generic,2018-11-06T02:02:07Z,224,6,answered,"@aohsato Thanks! Uploaded latest-{kinetic,indigo} that are same as 1.9.0.

The Docker images of 1.8.0 can not be built autowarefoundation/autoware_ai#286. I was preparing 1.8.1 autowarefoundation/autoware_ai#345, but it is obsolete now. I'll consider 1.8.1 if there are some requests.",kfunaoka
[Feature] Added functionality to run.sh in docker/generic,2018-11-06T06:39:52Z,224,7,questioned,@aohsato @kfunaoka apologies for the delay. I have just merged the @kfunaoka modifications to my branch to it is now ready to go :),sgermanserrano
[Feature] Added functionality to run.sh in docker/generic,2018-11-06T09:12:26Z,224,8,answered,@sgermanserrano I tested your PR after merging @kfunaoka 's modification then it greatly works!,aohsato
[Feature] Prediction package template (naive_motion_predictor),2018-10-17T06:32:16Z,232,,,,
[fix] Updated ssd branch in setup instructions,2018-10-17T02:20:21Z,233,,,,
[fix] Updated ssd branch in setup instructions,2018-10-17T02:19:30Z,234,,,,
Fix/split autoware msgs config can,2018-10-17T09:35:43Z,235,1,answered,"It seems that some more autoware_msgs should be renamed to autoware_config_msgs.
Sorry for just a comment. I want to get more time...

An compile error occued at d506ccc:
```
/home/autoware/Autoware/ros/src/computing/perception/detection/vision_detector/packages/vision_darknet_detect/src/vision_darknet_detect.h:52:37: fatal error: autoware_msgs/ConfigSsd.h: No such file or directory
```

After fixing above error,
```
/home/autoware/Autoware/ros/src/computing/perception/localization/packages/lidar_localizer/nodes/approximate_ndt_mapping/approximate_ndt_mapping.cpp:160:34: error: ‘autoware_msgs’ does not name a type
static void param_callback(const autoware_msgs::ConfigApproximateNdtMapping::ConstPtr& input)
                                 ^
/home/autoware/Autoware/ros/src/computing/perception/localization/packages/lidar_localizer/nodes/approximate_ndt_mapping/approximate_ndt_mapping.cpp:160:76: error: expected unqualified-id before ‘::’ token
static void param_callback(const autoware_msgs::ConfigApproximateNdtMapping::ConstPtr& input)
                                                                           ^
/home/autoware/Autoware/ros/src/computing/perception/localization/packages/lidar_localizer/nodes/approximate_ndt_mapping/approximate_ndt_mapping.cpp:160:76: error: expected ‘)’ before ‘::’ token
/home/autoware/Autoware/ros/src/computing/perception/localization/packages/lidar_localizer/nodes/approximate_ndt_mapping/approximate_ndt_mapping.cpp:160:76: error: expected initializer before ‘::’ token
/home/autoware/Autoware/ros/src/computing/perception/localization/packages/lidar_localizer/nodes/approximate_ndt_mapping/approximate_ndt_mapping.cpp: In function ‘int main(int, char**)’:
/home/autoware/Autoware/ros/src/computing/perception/localization/packages/lidar_localizer/nodes/approximate_ndt_mapping/approximate_ndt_mapping.cpp:961:82: error: ‘param_callback’ was not declared in this scope
  ros::Subscriber param_sub = nh.subscribe(""config/approximate_ndt_mapping"", 10, param_callback);
                                                                                 ^
Scanning dependencies of target queue_counter
[ 97%] Building CXX object computing/perception/localization/packages/lidar_localizer/CMakeFiles/queue_counter.dir/nodes/queue_counter/queue_counter.cpp.o
/home/autoware/Autoware/ros/src/computing/perception/localization/packages/lidar_localizer/nodes/ndt_mapping/ndt_mapping.cpp:179:34: error: ‘autoware_msgs’ does not name a type
static void param_callback(const autoware_msgs::ConfigNdtMapping::ConstPtr& input)
                                 ^
/home/autoware/Autoware/ros/src/computing/perception/localization/packages/lidar_localizer/nodes/ndt_mapping/ndt_mapping.cpp:179:65: error: expected unqualified-id before ‘::’ token
static void param_callback(const autoware_msgs::ConfigNdtMapping::ConstPtr& input)
                                                                ^
/home/autoware/Autoware/ros/src/computing/perception/localization/packages/lidar_localizer/nodes/ndt_mapping/ndt_mapping.cpp:179:65: error: expected ‘)’ before ‘::’ token
/home/autoware/Autoware/ros/src/computing/perception/localization/packages/lidar_localizer/nodes/ndt_mapping/ndt_mapping.cpp:179:65: error: expected initializer before ‘::’ token
/home/autoware/Autoware/ros/src/computing/perception/localization/packages/lidar_localizer/nodes/ndt_mapping/ndt_mapping.cpp: In function ‘int main(int, char**)’:
/home/autoware/Autoware/ros/src/computing/perception/localization/packages/lidar_localizer/nodes/ndt_mapping/ndt_mapping.cpp:1051:70: error: ‘param_callback’ was not declared in this scope
  ros::Subscriber param_sub = nh.subscribe(""config/ndt_mapping"", 10, param_callback);
```",kfunaoka
Fix/split autoware msgs config can,2018-10-17T09:44:05Z,235,2,questioned,"@kfunaoka thanks for checking, I think the rebase missed a few changes from #1590 I'm building locally and will fix the errors.",esteve
Fix/split autoware msgs config can,2018-10-19T10:41:14Z,235,3,questioned,"@kfunaoka this now builds fine locally, I'm just waiting for Travis to finish.",esteve
Fix/split autoware msgs config can,2018-10-19T11:15:44Z,235,4,questioned,Travis just built this PR successfully.,esteve
Fix/split autoware msgs config can,2018-10-21T02:52:14Z,235,5,answered,@esteve @amc-nu I've submitted https://github.com/esteve/Autoware/pull/3 fixing vision_darknet_detect. Travis could not detect the error because Travis does not have CUDA.,kfunaoka
Fix/split autoware msgs config can,2018-10-21T02:58:39Z,235,6,answered,"@amc-nu @esteve About naming convention such as SSD, DPM, etc, we have two choices:

1. Merge this pull request as is
1. Merge this pull request with name fixing

Because the purpose of this pull request is to split autoware msgs, the first choice also works fine, I think. This pull request has a lot of line changes, how about 1st choise to merge this pull request ASAP?",kfunaoka
Fix/split autoware msgs config can,2018-10-22T09:30:08Z,235,7,questioned,"@kfunaoka @amc-nu I'd rather merge this as is. There are other naming issues that need to be addressed as well (e.g. `Ros` vs `ROS`), but I think they're out of scope here. I changed `CanInfo` because there were already two other messages with a different naming convention (`CANData` and `CANPacket`).",esteve
Fix/split autoware msgs config can,2018-10-22T09:36:22Z,235,8,questioned,"@kfunaoka @amc-nu I'd rather merge this as is. There are other naming issues that need to be addressed as well (e.g. `Ros` vs `ROS`), but I think they're out of scope here. I changed `CanInfo` because there were already two other messages with a different naming convention (`CANData` and `CANPacket`).",esteve
Fix/split autoware msgs config can,2018-10-22T09:38:29Z,235,9,questioned,"@kfunaoka @amc-nu I'd rather merge this as is. There are other naming issues that need to be addressed as well (e.g. `Ros` vs `ROS`), but I think they're out of scope here. I changed `CanInfo` because there were already two other messages with a different naming convention (`CANData` and `CANPacket`).",esteve
Fix/split autoware msgs config can,2018-10-22T14:22:02Z,235,10,questioned,@amc-nu @kfunaoka I've pushed #1633 which applies the changes that were mentioned here. Let me know if there's any other naming change that should go in. Thanks.,esteve
Fix/split autoware msgs config can,2018-10-23T09:41:36Z,235,11,questioned,"Travis failed to start the Kinetic job (Indigo built this PR just fine), but I'm going to merge this anyway.",esteve
Feature/rebuild decision maker,2018-10-31T15:49:13Z,246,1,answered,I reconstructed this branch/PR because I have received the point out this branch/PR was very very chaos.,yk-fujii
Feature/rebuild decision maker,2018-11-12T08:04:24Z,246,2,answered,@s-azumi @yk-fujii  https://github.com/CPFL/Autoware/pull/1703 fixes a bug in amathutils_lib. Would you check it before merging this?,kfunaoka
Feature/rebuild decision maker,2018-11-26T06:42:05Z,246,3,answered,Please resolve the conflict and then merge.,yn-mrse
Feature/rebuild decision maker,2018-11-29T01:56:45Z,246,4,answered,"@s-azumi @kfunaoka @sgermanserrano @yn-mrse @yk-fujii 

I randomly and briefly looked at this PR and I just can't help myself but to comment:
1. Why are there 83 files changed?
1. Why are there changes in more than 10 different packages?
1. Why do you do refactoring and functional changes in 1 PR? Why don't you separate this?
1. Why don't you document?
1. Which coding style do you use? e.g. some function names are in all capital letters.
1. Why are there no tests? There are some tests amathutils but changes to this library not even belong in the scope of this PR, right?
1. How will you make sure that this does not break everything in Autoware since it is such a fundamental change?
1. Did you check if you have any unused or uninitialized variables?
1. Are you checking return types everywhere?
1. You state: ""I redesigned the state transition and divided it into three state machines Vehicle, Mission, Drive. The details are as follows."" => these are no details, these are just some bubbles and some arrows. Can you please create a proper design document and document this new FSM design and how is it supposed to be used?
1. Can you list the test coverage for this code? @sgermanserrano knows how to


These above are some basic software engineering practices. Please do refactor and make the code better.
",dejanpan
Feature/rebuild decision maker,2018-11-30T01:12:59Z,246,5,answered,"@s-azumi 
Could you please the following support?
- to remove clang-format commit for another packages
- to check code by cppcheck
- to create readme and overview documents
- to do enrich autowarefoundation/autoware_ai#252 

I think to clear for 1,2,3,4,5,8,9,10 comments.
**Also, we need to add unit test codes.**

@dejanpan  
> 7. How will you make sure that this does not break everything in Autoware since it is such a fundamental change?

This proposal(#1434) was submitted in August. 
But nobody has proposed any problems, any comments. 
So, we judged that there was no problem even if we replaced it.
In addition, the operation confirmation by the Integration test has been ongoing for a long time now.
Also, we can not continue to support current decision maker, because we have not used current decision_maker since six months ago and we will not use it from now on.
",yk-fujii
Feature/rebuild decision maker,2018-11-30T16:31:33Z,246,6,answered,@s-azumi @yk-fujii can you confirm that the packages I've listed in the PR comment are the ones affected by this PR?,sgermanserrano
Feature/rebuild decision maker,2018-12-28T01:11:49Z,246,7,answered,"At 7001f22, 84 files and the following components are changed:

- amathutils_lib -> difficult to split autowarefoundation/autoware_ai#479
- diagnostics_lib -> removed from this pull request
- state_machine_lib
- decision_maker
- lane_planner
- astar_planner -> removed from this pull request
- dp_planner -> removed from this pull request
- waypoint_follower
- waypoint_maker -> just change type and name -> split to autowarefoundation/autoware#1822 -> merged to develop.
- vector_map -> just make declaration public -> split to autowarefoundation/autoware#1821 -> merged to develop.
- autoware_config_msgs
- autoware_msgs
- vehicle_sender -> split to autowarefoundation/autoware#1820 -> reverted at 04b2a1b.
- autoware_rviz_plugins
- runtime_manager

```
$ git diff develop..feature/rebuild_decision_maker --name-only
ros/src/common/libs/amathutils_lib/CMakeLists.txt
ros/src/common/libs/amathutils_lib/include/amathutils_lib/amathutils.hpp
ros/src/common/libs/amathutils_lib/src/Amathutils.cpp
ros/src/common/libs/amathutils_lib/test/src/test_amathutils_lib.cpp
ros/src/common/libs/amathutils_lib/test/test_amathutils_lib.test
ros/src/common/libs/diagnostics_lib/diag_lib/include/diag_lib/diag_filter.h
ros/src/common/libs/diagnostics_lib/diag_lib/include/diag_lib/diag_info.h
ros/src/common/libs/diagnostics_lib/diag_lib/include/diag_lib/diag_macros.h
ros/src/common/libs/diagnostics_lib/diag_lib/include/diag_lib/diag_manager.h
ros/src/common/libs/diagnostics_lib/diag_lib/include/diag_lib/diag_manager_config.h
ros/src/common/libs/diagnostics_lib/diag_lib/include/diag_lib/diag_subscriber.h
ros/src/common/libs/diagnostics_lib/diag_lib/include/diag_lib/error_category.h
ros/src/common/libs/diagnostics_lib/diag_lib/include/diag_lib/rate_checker.h
ros/src/common/libs/diagnostics_lib/diag_lib/include/diag_lib/watchdog.h
ros/src/common/libs/diagnostics_lib/diag_lib/src/diag_filter.cpp
ros/src/common/libs/diagnostics_lib/diag_lib/src/diag_manager.cpp
ros/src/common/libs/diagnostics_lib/diag_lib/src/diag_subscriber.cpp
ros/src/common/libs/diagnostics_lib/diag_lib/src/rate_checker.cpp
ros/src/common/libs/diagnostics_lib/diag_lib/src/watchdog.cpp
ros/src/common/libs/diagnostics_lib/diag_lib/src/watchdog_node.cpp
ros/src/common/libs/diagnostics_lib/fake_autoware_nodes/include/fake_autoware_nodes/fake_publisher.h
ros/src/common/libs/diagnostics_lib/fake_autoware_nodes/include/fake_autoware_nodes/fake_subscriber.h
ros/src/common/libs/diagnostics_lib/fake_autoware_nodes/src/fake_publisher.cpp
ros/src/common/libs/diagnostics_lib/fake_autoware_nodes/src/fake_publisher_node.cpp
ros/src/common/libs/diagnostics_lib/fake_autoware_nodes/src/fake_subscriber.cpp
ros/src/common/libs/diagnostics_lib/fake_autoware_nodes/src/fake_subscriber_node.cpp
ros/src/common/libs/state_machine_lib/CMakeLists.txt
ros/src/common/libs/state_machine_lib/include/state_machine_lib/state.hpp
ros/src/common/libs/state_machine_lib/include/state_machine_lib/state_common.hpp
ros/src/common/libs/state_machine_lib/include/state_machine_lib/state_context.hpp
ros/src/common/libs/state_machine_lib/include/state_machine_lib/state_drive.hpp
ros/src/common/libs/state_machine_lib/include/state_machine_lib/state_emg.hpp
ros/src/common/libs/state_machine_lib/include/state_machine_lib/state_flags.hpp
ros/src/common/libs/state_machine_lib/include/state_machine_lib/state_main.hpp
ros/src/common/libs/state_machine_lib/src/state_context.cpp
ros/src/computing/planning/decision/packages/decision_maker/CMakeLists.txt
ros/src/computing/planning/decision/packages/decision_maker/README.md
ros/src/computing/planning/decision/packages/decision_maker/autoware_state_drive.yaml
ros/src/computing/planning/decision/packages/decision_maker/autoware_state_mission.yaml
ros/src/computing/planning/decision/packages/decision_maker/autoware_state_vehicle.yaml
ros/src/computing/planning/decision/packages/decision_maker/include/cross_road_area.hpp
ros/src/computing/planning/decision/packages/decision_maker/include/decision_maker_node.hpp
ros/src/computing/planning/decision/packages/decision_maker/include/decision_maker_param.hpp
ros/src/computing/planning/decision/packages/decision_maker/include/planner_selector.hpp
ros/src/computing/planning/decision/packages/decision_maker/interface.yaml
ros/src/computing/planning/decision/packages/decision_maker/launch/decision_maker.launch
ros/src/computing/planning/decision/packages/decision_maker/launch/planner_selector.launch
ros/src/computing/planning/decision/packages/decision_maker/nodes/decision_maker/cross_road_area.cpp
ros/src/computing/planning/decision/packages/decision_maker/nodes/decision_maker/decision_maker_node.cpp
ros/src/computing/planning/decision/packages/decision_maker/nodes/decision_maker/decision_maker_node_callback.cpp
ros/src/computing/planning/decision/packages/decision_maker/nodes/decision_maker/decision_maker_node_core.cpp
ros/src/computing/planning/decision/packages/decision_maker/nodes/decision_maker/decision_maker_node_decision.cpp
ros/src/computing/planning/decision/packages/decision_maker/nodes/decision_maker/decision_maker_node_init.cpp
ros/src/computing/planning/decision/packages/decision_maker/nodes/decision_maker/decision_maker_node_publish.cpp
ros/src/computing/planning/decision/packages/decision_maker/nodes/decision_maker/decision_maker_node_state_drive.cpp
ros/src/computing/planning/decision/packages/decision_maker/nodes/decision_maker/decision_maker_node_state_mission.cpp
ros/src/computing/planning/decision/packages/decision_maker/nodes/decision_maker/decision_maker_node_state_vehicle.cpp
ros/src/computing/planning/decision/packages/decision_maker/nodes/decision_maker/decision_maker_node_stateupdate.cpp
ros/src/computing/planning/decision/packages/decision_maker/nodes/planner_selector/planner_selector_node.cpp
ros/src/computing/planning/decision/packages/decision_maker/package.xml
ros/src/computing/planning/mission/packages/lane_planner/launch/lane_select.launch
ros/src/computing/planning/mission/packages/lane_planner/nodes/lane_rule/lane_rule.cpp
ros/src/computing/planning/mission/packages/lane_planner/nodes/lane_select/lane_select_core.cpp
ros/src/computing/planning/mission/packages/lane_planner/nodes/lane_select/lane_select_core.h
ros/src/computing/planning/motion/packages/astar_planner/launch/velocity_set.launch
ros/src/computing/planning/motion/packages/astar_planner/nodes/velocity_set/velocity_set.cpp
ros/src/computing/planning/motion/packages/dp_planner/include/dp_planner_core.h
ros/src/computing/planning/motion/packages/dp_planner/launch/dp_planner.launch
ros/src/computing/planning/motion/packages/dp_planner/nodes/dp_planner_core.cpp
ros/src/computing/planning/motion/packages/waypoint_follower/nodes/twist_gate/twist_gate.cpp
ros/src/computing/planning/motion/packages/waypoint_follower/nodes/wf_simulator/wf_simulator.cpp
ros/src/computing/planning/motion/packages/waypoint_maker/nodes/waypoint_loader/waypoint_loader_core.cpp
ros/src/data/packages/vector_map/include/vector_map/vector_map.h
ros/src/msgs/autoware_config_msgs/msg/ConfigDecisionMaker.msg
ros/src/msgs/autoware_msgs/CMakeLists.txt
ros/src/msgs/autoware_msgs/msg/LaneArray.msg
ros/src/msgs/autoware_msgs/msg/VehicleLocation.msg
ros/src/msgs/autoware_msgs/msg/WaypointState.msg
ros/src/socket/packages/vehicle_socket/nodes/vehicle_sender/vehicle_sender.cpp
ros/src/util/packages/autoware_rviz_plugins/CMakeLists.txt
ros/src/util/packages/autoware_rviz_plugins/plugin_description.xml
ros/src/util/packages/autoware_rviz_plugins/src/decision_maker_panel/decision_maker_panel.cpp
ros/src/util/packages/autoware_rviz_plugins/src/decision_maker_panel/decision_maker_panel.h
ros/src/util/packages/runtime_manager/scripts/computing.yaml
```",kfunaoka
Feature/rebuild decision maker,2019-01-23T11:26:57Z,246,8,answered,@sgermanserrano @s-azumi @mitsudome-r I split some changes to autowarefoundation/autoware#1821 and autowarefoundation/autoware#1822. This pull request no longer has the changes of waypoint_maker and vector_map. I removed these packages from ToDo.,kfunaoka
Feature/rebuild decision maker,2019-01-23T12:53:32Z,246,9,answered,@s-azumi Would you revert some clang-format-only changes where you already made the revert commit👍,kfunaoka
Feature/rebuild decision maker,2019-01-24T04:21:55Z,246,10,answered,"I've removed diagnostics_lib from ToDo. Thanks to 0c4070a37cecefc106c80a275d00d1882e9bee29, this pull request no longer modifies diagnostics_lib.",kfunaoka
Feature/rebuild decision maker,2019-01-24T08:22:33Z,246,11,answered,"I've removed dp_planner from ToDo. The changes of dp_planner is reverted at 00679de and split into autowarefoundation/autoware#1919.
",kfunaoka
Feature/rebuild decision maker,2019-01-24T08:29:01Z,246,12,answered,I've removed velocity_set from ToDo. The changes of velocity_set is reverted at 4e13070 and split into autowarefoundation/autoware#1919.,kfunaoka
Feature/rebuild decision maker,2019-01-24T16:30:40Z,246,13,answered,autowarefoundation/autoware#1920 and autowarefoundation/autoware#1921 fix the CI errors as shown in autowarefoundation/autoware#1921.,kfunaoka
Feature/rebuild decision maker,2019-01-25T08:35:18Z,246,14,answered,"I've confirmed that the following two lines are added into lane_rule.cpp in this pull request.

```diff
diff --git a/ros/src/computing/planning/mission/packages/lane_planner/nodes/lane_rule/lane_rule.cpp b/ros/src/computing/planning/mission/packages/lane_planner/nodes/lane_rule/la
index 71bd7e7..60183a8 100644
--- a/ros/src/computing/planning/mission/packages/lane_planner/nodes/lane_rule/lane_rule.cpp
+++ b/ros/src/computing/planning/mission/packages/lane_planner/nodes/lane_rule/lane_rule.cpp
@@ -383,6 +383,7 @@ void create_waypoint(const autoware_msgs::LaneArray& msg)
 
   cached_waypoint.lanes.clear();
   cached_waypoint.lanes.shrink_to_fit();
+  cached_waypoint.id = msg.id;
   for (const autoware_msgs::Lane& l : msg.lanes)
     cached_waypoint.lanes.push_back(create_new_lane(l, header));
   if (all_vmap.points.empty() || all_vmap.lanes.empty() || all_vmap.nodes.empty() || all_vmap.stoplines.empty() ||
@@ -399,6 +400,7 @@ void create_waypoint(const autoware_msgs::LaneArray& msg)
   autoware_msgs::LaneArray traffic_waypoint;
   autoware_msgs::LaneArray red_waypoint;
   autoware_msgs::LaneArray green_waypoint;
+  traffic_waypoint.id = red_waypoint.id = green_waypoint.id = msg.id;
   for (size_t i = 0; i < msg.lanes.size(); ++i)
   {
     autoware_msgs::Lane lane = create_new_lane(msg.lanes[i], header);
```

My procedure is, at the HEAD of feature/rebuild_decision_maker,

1. Revert lane_rule to be develop & Commit
1. Replace "" {"" to ""\n{"" & Commit
1. git diff HEAD..HEAD~~",kfunaoka
Feature/rebuild decision maker,2019-02-21T10:21:03Z,246,15,answered,@kfunaoka @s-azumi I'd suggest checking for code coverage on _feature/rebuild_decision_maker_ once the tests for the individual components have been added and before merging to _develop_ in case something is missing,sgermanserrano
Feature/rebuild decision maker,2019-03-04T04:36:48Z,246,16,answered,"@sgermanserrano Thank you for the advice. I checked the coverage and it's not good enough.

I've discussed with @shinpei0208 and @gbiggs how we should go. Since all the activities in TierIV depend on this branch, we'd like to minimize the gap between what TierIV is doing and what the community can do. 

Would you mind our merging this branch as experimental with notifying on Runtime Manager GUI?

We decided requesting to create tests to software engineering company. Once the test can be created enough, we can remove the experimental label of decision_maker.",kfunaoka
Feature/rebuild decision maker,2019-03-04T16:38:44Z,246,17,answered,"@kfunaoka @gbiggs I agree with the approach after merging autowarefoundation/autoware#2028 
Nevertheless, I think knowledge of the underlying algorithm is needed for the development of tests so I'm not sure the depth of testing that a software engineering company can bring. IMO improved documentation of the algorithms/nodes would improve testing contributions from the wider community",sgermanserrano
Feature/rebuild decision maker,2019-03-05T01:30:27Z,246,18,answered,"@sgermanserrano Thanks! Since We're very close to them, we'll improve tests and documentation with them. Since lack of the documentation and tests is making the utilization and contribution difficult, they are two of the most important things to do.",kfunaoka
[fix] Darknet compilation on GPU Indigo envs,2018-10-16T05:23:43Z,264,,,,
[Fix] lidar_euclidean_cluster_detect #1604 #1605 ,2018-10-16T05:04:47Z,265,1,questioned,@amc-nu Awesome fast :eibushin:,aohsato
[Feature] Relocate tracker directory,2018-10-15T18:47:57Z,266,,,,
"[fix] renamed topics to match, sensing workflow on CompareMapFilter",2018-10-15T07:05:36Z,267,,,,
[feature] Selectable topics in RTM,2018-10-14T14:55:10Z,268,,,,
[Feature] Improve Hybrid A* planner,2018-10-16T13:13:43Z,269,1,answered,"Hello Aohsato, thanks for trying to imporve astar_navi! BTW I have a few questions about how this planner works:

1) Which branch should I use to perform the astar planner + obstacle avoidance?

2) Is it not required to use either vector map and waypoint saver methods?

3) Is it the finall output that we set up a goal wherever on the free areas on the grid map and it will publish a global path and a velocity to the robot until it reaches the goal? Just like a normal 2D slam on ROS Navigation stack, we dont need to create a lane on vector map.

4) I tried to follow the instructions above but I could not get it working, the astar path wasn't out on Rviz, is that ok that you could upload your testing video on Youtube and share the link here?

Thank you!",kennedywai
[Feature] Improve Hybrid A* planner,2018-10-19T22:10:05Z,269,2,questioned,@kennedywai Thanks for your comments! Can we continue to discuss on my issue post?,aohsato
[Feature] Improve Hybrid A* planner,2018-11-07T14:35:06Z,269,3,questioned,"@kfunaoka Please review about coding and @yn-mrse about logic and performance?

@s-azumi I removed codes depended on ""rebuild decision maker"" and implemented simple internal state transition for `astar_avoid`. So, I'll add the logic working with it again after merging your PR.",aohsato
[Feature] Improve Hybrid A* planner,2018-11-09T07:01:43Z,269,4,questioned,"@kfunaoka I fixed all of your suggestions, thanks much!",aohsato
[Feature] Improve Hybrid A* planner,2018-11-13T01:07:20Z,269,5,answered,@aohsato Thanks! Would you try to create unit tests?,kfunaoka
