title,user_id,created_at,comments
webRTM: add state,hiro-ya-iv,2017-11-27T05:26:22Z,"[{'user_id': 'dejanpan', 'created_at': '2017-11-27T07:24:14Z', 'comment_text': '@hiro-ya-iv why did no-one review and approve this? Also no tests and no proper description of this feature?'}]"
perfect the code. same commit with #920.,asimay,2017-11-25T09:05:31Z,"[{'user_id': 'asimay', 'created_at': '2017-11-29T11:01:41Z', 'comment_text': 'any update?'}, {'user_id': 'yk-fujii', 'created_at': '2017-11-29T12:54:12Z', 'comment_text': 'I verified the logic and confirmed the exec.\r\n\r\nI had merge since there were no problem.\r\nThanks!'}, {'user_id': 'asimay', 'created_at': '2017-11-29T13:53:22Z', 'comment_text': ""welcome! It's my pleasure.""}]"
"remove duplicate ""if"" assert sentence.",asimay,2017-11-25T08:58:18Z,[]
perfect the code.,asimay,2017-11-24T13:16:11Z,"[{'user_id': 'dejanpan', 'created_at': '2017-11-25T08:01:27Z', 'comment_text': '@asimay please re-issue PR against develop branch'}, {'user_id': 'asimay', 'created_at': '2017-11-25T09:06:22Z', 'comment_text': 'ok. good. already in #922 .'}]"
[CI] Add Travis CI conf for ROS Kinetic.,130s,2017-11-22T20:24:58Z,"[{'user_id': 'dejanpan', 'created_at': '2017-11-22T20:58:05Z', 'comment_text': '@130s thanks for the PR. We in fact do not have an internal CI (other than 50+ developers building regularly on their work stations) and that is a major problem indeed which we are aware of.\r\n\r\nHowever the problem is also not to setup a CI script (we could and are trying to do so on ROS buildfarm https://github.com/ros/rosdistro/pull/16449) but we need to make packages releasable as per autowarefoundation/autoware_ai#960 first.\r\nSo I would for now not accept this PR as I certainly do not need another CI server screaming at me for something I know very very well that we need to fix.\r\n\r\nBut I would happily accept help for making the Autoware packages releasable.\r\n\r\n@130s since I already have you here - can you comment how `industrial_ci` is different from ROS buildfarm?'}, {'user_id': 'dejanpan', 'created_at': '2017-11-25T07:51:03Z', 'comment_text': '@130s I hope I didnt drive you away. Did you see my Q:\r\n> can you comment how industrial_ci is different from ROS buildfarm?'}, {'user_id': '130s', 'created_at': '2017-11-29T14:07:47Z', 'comment_text': ""@dejanpan That makes sense and like I mentioned I knew y'all have your priority.\r\n\r\n> since I already have you here - can you comment how industrial_ci is different from ROS buildfarm?\r\n\r\nThat's on my todo stack and requires some more thoughts. I'll probably respond to that question by answering [this thread](https://answers.ros.org/question/273190/ci-recommendation/) or even more particularly, by editing [this wiki page](http://wiki.ros.org/CIs). In a nutshell the one provided by `ros.org` is the official so you're definitely encouraged to use that one. But I found that it doesn't cover everything, and requires rather a complicated setting. So usually I recommend using both ros.org and industrial_ci (which I normally do).""}]"
switching the map by self position [ndt_matching],YamatoAndo,2017-11-20T12:53:02Z,"[{'user_id': 'YamatoAndo', 'created_at': '2017-11-21T08:09:31Z', 'comment_text': 'Thank you for review.\r\nI fixed it, plz test again. \r\n'}]"
"Docker access to USB and Ethernet devices, support to PTGrey camera",amc-nu,2017-11-17T13:22:35Z,[]
Initial release of image processor,amc-nu,2017-11-17T11:06:24Z,"[{'user_id': 'dejanpan', 'created_at': '2017-11-19T00:42:29Z', 'comment_text': 'christopher  and I think it looks ok.\r\n\r\nWhat kind of lense are you using above? the rectified image still looks very distorted.'}, {'user_id': 'amc-nu', 'created_at': '2017-11-19T00:53:24Z', 'comment_text': '> What kind of lense are you using above?\r\n\r\nIt’s a fish eye lens. Indeed, that part of the image is incorrect(it is covered by the chassis). We’ll recalibrate next week, using a smaller chessboard.'}]"
Fixed mirrored images on Ladybug camera,amc-nu,2017-11-17T07:41:42Z,[]
[Bugfix] The NDT executable file was divided into two,YamatoAndo,2017-11-16T08:08:26Z,"[{'user_id': 'dejanpan', 'created_at': '2017-12-11T08:00:18Z', 'comment_text': '@YamatoAndo in our testing last week it was obvious that the version with openMP does not work. Meaning it is very unstable upon initialization and when doing sharp turns. Why do we still keep it around?'}]"
re added launch files for estima models,amc-nu,2017-11-16T01:29:50Z,[]
"Fix/deleted pr 890, re added launch files for Estima",amc-nu,2017-11-16T01:13:17Z,"[{'user_id': 'dejanpan', 'created_at': '2017-11-25T07:15:30Z', 'comment_text': '@amc-nu what happened here? is this connected to autowarefoundation/autoware_ai#1023?'}, {'user_id': 'amc-nu', 'created_at': '2017-11-25T07:20:18Z', 'comment_text': 'Yes, the deleted PR had these files.'}]"
Feature/overlay gps display,hakuturu583,2017-11-14T13:22:31Z,[]
[fix] Qt compilation errors missing Compiler flags on Indigo,amc-nu,2017-11-14T12:45:29Z,"[{'user_id': 'dejanpan', 'created_at': '2017-11-25T07:05:19Z', 'comment_text': '@amc-nu was the actual fix here just to add `SET(CMAKE_CXX_FLAGS ""-std=c++11 -O2 -g -Wall ${CMAKE_CXX_FLAGS}"")` line?'}, {'user_id': 'amc-nu', 'created_at': '2017-11-25T07:16:28Z', 'comment_text': 'Yes!'}]"
Feature/open planner,hatem-darweesh,2017-11-14T08:27:26Z,"[{'user_id': 'dejanpan', 'created_at': '2017-11-25T07:58:38Z', 'comment_text': '@hatem-darweesh this is a really large PR. Can you please explain where does the motivation come from? What are the exact benefits of this PR?'}, {'user_id': 'hatem-darweesh', 'created_at': '2017-11-25T09:57:37Z', 'comment_text': '@dejanpan It is part of TierIV requirements , to merge latest OpenPlanner into master branch by splitting it into separate nodes. \r\nObjectives are: \r\n- Separate different parts of OpenPlanner into small nodes \r\n- Refactor and use latest development for the past 8 month. \r\n'}, {'user_id': 'dejanpan', 'created_at': '2017-11-25T16:56:20Z', 'comment_text': '@hatem-darweesh so the code is now more modular. Is it also more performant?'}, {'user_id': 'hatem-darweesh', 'created_at': '2017-11-26T12:17:32Z', 'comment_text': '@dejanpan Yeah, current code is optimized, more readable and planning performance is much faster. (100 hz on average) '}, {'user_id': 'yk-fujii', 'created_at': '2017-11-27T09:59:10Z', 'comment_text': '@hatem-darweesh \r\nI changed the base branch to develop.\r\nhowever, conflicts are occurring. Please resolve it.'}, {'user_id': 'dejanpan', 'created_at': '2017-12-11T09:13:06Z', 'comment_text': '@hatem-darweesh @yk-fujii same here. It is impossible that change in 75 files is without bugs. Such PR must be thoroughly reviewed, discussed and there must be test.'}]"
Fix/ndt tku,kitsukawa,2017-11-13T10:45:47Z,"[{'user_id': 'dejanpan', 'created_at': '2017-11-25T06:56:04Z', 'comment_text': '@kitsukawa @daifuku07 I tried to understand what this PR is about but it is not possible. Could you maybe provide a short description?'}, {'user_id': 'daifuku07', 'created_at': '2017-11-26T17:08:22Z', 'comment_text': '@dejanpan ndt_{maching, mapping} using NDT algorithm in PCL. ndt_tku is implemented without NDT algorithm of PCL. But the interface between ndt_tku and PCL was different. So, this PR is that ndt_tku was refactored.'}, {'user_id': 'dejanpan', 'created_at': '2017-11-27T07:12:19Z', 'comment_text': '@daifuku07 this means that `ndt_tku` is now using the same API interface as `ndt_matching|mapping`?\r\nCan you list which exact function APIs are you referring to? \r\n\r\nI looked in https://github.com/CPFL/Autoware/tree/fb0e7cf037ffa9da729019004da749f1d160520f/ros/src/computing/perception/localization/packages/ndt_localizer/nodes/ndt_mapping and https://github.com/CPFL/Autoware/tree/fb0e7cf037ffa9da729019004da749f1d160520f/ros/src/computing/perception/localization/packages/ndt_localizer/nodes/ndt_mapping_tku and I really do not see much similarity.\r\n'}]"
launch file missing parameter setting.,asimay,2017-11-13T06:24:18Z,"[{'user_id': 'yk-fujii', 'created_at': '2017-11-14T02:52:13Z', 'comment_text': 'Could you set a ""false"" to default arg?\r\nthanks for cooperation.'}, {'user_id': 'asimay', 'created_at': '2017-11-15T08:32:05Z', 'comment_text': 'ok. sure. of course.'}, {'user_id': 'yk-fujii', 'created_at': '2017-11-21T06:21:39Z', 'comment_text': '@asimay \r\nThanks! I had merge this PR.'}]"
Feature/geo pose conv supoort all plane,kitsukawa,2017-11-13T03:28:58Z,[]
[Deleted PR],amc-nu,2017-11-12T13:16:30Z,[]
"refactor CMakeLists.txt. use automoc, autouic and autorcc",YamatoAndo,2017-11-10T09:56:44Z,"[{'user_id': 'YamatoAndo', 'created_at': '2017-11-13T06:21:28Z', 'comment_text': 'Before this commit, we used ""add_custom_command"" like the code dejanpan references.\r\nIn this method, since the file is regenerated every time although there is no change, it took useless time to build.\r\nAfter this commit, I modified to use ""automoc"" ""autouic"", and automatically generate it if necessary.\r\nAlso, until now, we have created moc _ *. cpp and ui _ *. h under src. Now it is no longer under src, so .gitignore is deleted accordingly.'}]"
Fix feature/points2image bug multicam support,amc-nu,2017-11-10T08:59:40Z,"[{'user_id': 'amc-nu', 'created_at': '2017-11-10T09:34:12Z', 'comment_text': 'Also tested on:\r\nUbuntu 16.04\r\nROS: 1.12.7 kinetic'}]"
Feature/lidar ring_ground_filter parameter description,amc-nu,2017-11-10T05:20:52Z,[]
[feature] Added NDT Mapping Descriptions and checkboxes to Runtime Manager UI,amc-nu,2017-11-10T05:05:11Z,[]
[Fix] g30esli_interface on aarch64,yk-fujii,2017-11-09T03:25:51Z,"[{'user_id': 'yk-fujii', 'created_at': '2017-11-09T03:25:59Z', 'comment_text': 'Self-Checked'}, {'user_id': 'amc-nu', 'created_at': '2017-11-09T06:37:46Z', 'comment_text': '??'}, {'user_id': 'yk-fujii', 'created_at': '2017-11-09T07:26:07Z', 'comment_text': 'this pr fixed autowarefoundation/autoware_ai#1016 \r\nsorry for no description.'}, {'user_id': 'amc-nu', 'created_at': '2017-11-09T07:36:19Z', 'comment_text': 'Thanks @yk-fujii \r\nModified the issue and PR to keep record.'}]"
Feature/ndt pcl gpu,anhnv3991,2017-11-08T09:20:22Z,"[{'user_id': 'dejanpan', 'created_at': '2017-11-25T07:02:18Z', 'comment_text': '@anhnv-3991 can you please provide more details about what this PR does? How do you run it?'}, {'user_id': 'yk-fujii', 'created_at': '2017-11-29T12:57:49Z', 'comment_text': '@anhnv3991 \r\nCould you solve conflict?\r\nalso, what is the status of this PR?(@kitsukawa @YamatoAndo )\r\n'}, {'user_id': 'YamatoAndo', 'created_at': '2017-12-07T10:33:49Z', 'comment_text': 'Wait for #956 before merging this PR.\r\nI will merge again after #956.'}, {'user_id': 'YamatoAndo', 'created_at': '2017-12-08T07:36:07Z', 'comment_text': 'I resolved this PR conflict again.\r\nPlease review.'}, {'user_id': 'yk-fujii', 'created_at': '2017-12-11T06:15:41Z', 'comment_text': 'Please write summary of this PR \r\n@YamatoAndo '}, {'user_id': 'yk-fujii', 'created_at': '2017-12-11T06:20:28Z', 'comment_text': ""I'm checking now\r\n- [x] 16.04 with kinetic\r\n- [ ] 14.04 with indigo""}, {'user_id': 'yk-fujii', 'created_at': '2017-12-11T08:02:39Z', 'comment_text': 'Not working in 14.04\r\nIt seems that fast_pcl is not effective when it is less than pcl 1.7.2.\r\nHowever, even in that case the NDT localizer reads fast_pcl.'}, {'user_id': 'YamatoAndo', 'created_at': '2017-12-11T08:49:52Z', 'comment_text': '@yk-fujii Originally ndt_cpu does not require PCL 1.7.2.\r\nI modified the CMake file so that it compiles even if it is not 1.7.2'}, {'user_id': 'yk-fujii', 'created_at': '2017-12-11T09:21:20Z', 'comment_text': ""A memory leak occurred.\r\nIt's an emergency......................""}, {'user_id': 'yk-fujii', 'created_at': '2017-12-11T09:39:26Z', 'comment_text': 'fast pcl has memory leak bug.\r\nin addition, ndt_localizer launch file does not set ""use_fast_pcl"" param.\r\nso, we can not use original ndt_localizer from runtime manager.'}]"
Add velocity visualizer with 3D graph,yn-mrse,2017-11-08T07:57:15Z,"[{'user_id': 'dejanpan', 'created_at': '2017-11-25T07:24:43Z', 'comment_text': '@yn-mrse @aohsato I saw that you just closed this PR? Will you not implement it in the end? \r\n\r\nshould we close https://github.com/CPFL/Autoware/issues/874?'}]"
Added support for PointGrey USB Cameras from inside docker,amc-nu,2017-11-06T08:44:29Z,"[{'user_id': 'yk-fujii', 'created_at': '2017-11-08T02:48:13Z', 'comment_text': 'please resolve conflicts\r\n'}]"
[fix] Runtime manager updated to new pgrey package names,amc-nu,2017-11-06T05:24:53Z,[]
csv_logger added,chinhyuntai,2017-10-30T22:07:16Z,[]
Feature/kitti player update,amc-nu,2017-10-29T00:40:52Z,"[{'user_id': 'amc-nu', 'created_at': '2017-10-29T03:06:07Z', 'comment_text': '@Capri2014 The feature you ask has always been possible :)\r\nhttps://github.com/CPFL/Autoware/blob/ee5dc5d98e20d8b1a1743234c775b155f62e8d5b/ros/src/util/packages/kitti_pkg/kitti_launch/launch/kittiplayer.launch#L18'}]"
Feature/cloud transformer,amc-nu,2017-10-27T05:19:24Z,[]
[fix] NDT_GPU ndt_localizer,kitsukawa,2017-10-25T04:40:08Z,"[{'user_id': 'amc-nu', 'created_at': '2017-10-27T14:57:34Z', 'comment_text': 'tested on Ubuntu 14.04, 16.04 with and without CUDA'}, {'user_id': 'kitsukawa', 'created_at': '2017-10-30T16:09:25Z', 'comment_text': '@amc-nu Thank you very much.'}]"
[Feature] Updates to Pointgrey package/Ladybug node,amc-nu,2017-10-25T02:24:53Z,"[{'user_id': 'amc-nu', 'created_at': '2017-10-25T02:26:13Z', 'comment_text': ""I'll perform tests later today with an actual camera.""}, {'user_id': 'amc-nu', 'created_at': '2017-10-25T02:45:03Z', 'comment_text': ""Sucessfully compiled on Indigo 14.04 and Kinetic 16.04 using FLIR's Ladybug drivers: `1.14.3.8` and `1.15.3.17` respectively.""}]"
Feature/docker,messi49,2017-10-21T04:11:08Z,"[{'user_id': 'aohsato', 'created_at': '2017-11-06T13:28:19Z', 'comment_text': '@messi49 This seems to be working well in my environment. There are some questions and comments.\r\n- Do you need to run this command for nvidia-docker, too?\r\n```\r\n$ sudo nvidia-docker-plugin\r\n```\r\n- Change permissions of *.sh for running them directly.\r\n- Change docker image names separately, e.g. autoware-indigo/kinetic, and to be able to select them on run.sh. I want to prepare two images to test. :)'}, {'user_id': 'aohsato', 'created_at': '2017-11-06T13:30:35Z', 'comment_text': 'And when we create dependencies install script, I want to merge Dockerfiles to a single file.'}, {'user_id': 'aohsato', 'created_at': '2017-11-07T06:08:15Z', 'comment_text': '@messi49 I pushed changes about chmod and separated image generation.\r\nplz check and test?'}, {'user_id': 'messi49', 'created_at': '2017-11-07T09:31:11Z', 'comment_text': '@aohsato Thank you for review. I think it is OK!'}]"
[Bugfix] Replace the paramter file for Velodyne HDL64e-S2,aohsato,2017-10-18T13:54:42Z,"[{'user_id': 'yk-fujii', 'created_at': '2017-12-11T05:00:04Z', 'comment_text': ""Although the fundamental problems remain, this PR is necessary as a response to temporary.\r\nIssue does not close, but I'll merge this PR.""}]"
Feature/remote monitor,messi49,2017-10-18T10:43:14Z,"[{'user_id': 'yk-fujii', 'created_at': '2017-11-01T02:41:17Z', 'comment_text': 'Can you change it to build only when mosquitto is installed?'}, {'user_id': 'aohsato', 'created_at': '2017-11-07T08:44:01Z', 'comment_text': ""@messi49 I pushed changes, mainly TwistGate.msg -> VehicleCmd.msg.\r\n// I'll refactor code around vehicle control, after merging your branch to develop.""}]"
Feature/fusion_filter - fusion multiple lidar,aohsato,2017-10-18T07:15:37Z,"[{'user_id': 'amc-nu', 'created_at': '2017-10-18T08:39:00Z', 'comment_text': '@aohsato thanks for the pull request.\r\n1. Can you please add instructions on how to test ?\r\n2. I\'m getting the following error while trying to compile. Can you please check?\r\n```\r\nBuilding CXX object sensing/filters/packages/points_preprocessor/CMakeFiles/fusion_filter.dir/nodes/fusion_filter/fusion_filter.cpp.o\r\nIn file included from /opt/ros/indigo/include/ros/serialization.h:37:0,\r\n                 from /opt/ros/indigo/include/ros/publisher.h:34,\r\n                 from /opt/ros/indigo/include/ros/node_handle.h:32,\r\n                 from /opt/ros/indigo/include/ros/ros.h:45,\r\n                 from /home/ne0/autofilter/ros/src/sensing/filters/packages/points_preprocessor/nodes/fusion_filter/fusion_filter.cpp:8:\r\n/opt/ros/indigo/include/ros/message_traits.h: In instantiation of ‘static ros::Time ros::message_traits::TimeStamp<M, typename boost::enable_if<ros::message_traits::HasHeader<M> >::type>::value(const M&) [with M = pcl::PointCloud<pcl::PointXYZI>]’:\r\n/opt/ros/indigo/include/message_filters/sync_policies/approximate_time.h:167:89:   required from ‘void message_filters::sync_policies::ApproximateTime<M0, M1, M2, M3, M4, M5, M6, M7, M8>::checkInterMessageBound() [with int i = 0; M0 = pcl::PointCloud<pcl::PointXYZI>; M1 = pcl::PointCloud<pcl::PointXYZI>; M2 = message_filters::NullType; M3 = message_filters::NullType; M4 = message_filters::NullType; M5 = message_filters::NullType; M6 = message_filters::NullType; M7 = message_filters::NullType; M8 = message_filters::NullType]’\r\n/opt/ros/indigo/include/message_filters/sync_policies/approximate_time.h:218:29:   required from ‘void message_filters::sync_policies::ApproximateTime<M0, M1, M2, M3, M4, M5, M6, M7, M8>::add(const typename boost::mpl::at_c<typename message_filters::PolicyBase<M0, M1, M2, M3, M4, M5, M6, M7, M8>::Events, i>::type&) [with int i = 0; M0 = pcl::PointCloud<pcl::PointXYZI>; M1 = pcl::PointCloud<pcl::PointXYZI>; M2 = message_filters::NullType; M3 = message_filters::NullType; M4 = message_filters::NullType; M5 = message_filters::NullType; M6 = message_filters::NullType; M7 = message_filters::NullType; M8 = message_filters::NullType; typename boost::mpl::at_c<typename message_filters::PolicyBase<M0, M1, M2, M3, M4, M5, M6, M7, M8>::Events, i>::type = ros::MessageEvent<const pcl::PointCloud<pcl::PointXYZI> >]’\r\n/opt/ros/indigo/include/message_filters/synchronizer.h:358:5:   required from ‘void message_filters::Synchronizer<Policy>::cb(const typename boost::mpl::at_c<typename Policy::Events, i>::type&) [with int i = 0; Policy = message_filters::sync_policies::ApproximateTime<pcl::PointCloud<pcl::PointXYZI>, pcl::PointCloud<pcl::PointXYZI> >; typename boost::mpl::at_c<typename Policy::Events, i>::type = ros::MessageEvent<const pcl::PointCloud<pcl::PointXYZI> >]’\r\n/opt/ros/indigo/include/message_filters/synchronizer.h:290:138:   required from ‘void message_filters::Synchronizer<Policy>::connectInput(F0&, F1&, F2&, F3&, F4&, F5&, F6&, F7&, F8&) [with F0 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; F1 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; F2 = message_filters::NullFilter<message_filters::NullType>; F3 = message_filters::NullFilter<message_filters::NullType>; F4 = message_filters::NullFilter<message_filters::NullType>; F5 = message_filters::NullFilter<message_filters::NullType>; F6 = message_filters::NullFilter<message_filters::NullType>; F7 = message_filters::NullFilter<message_filters::NullType>; F8 = message_filters::NullFilter<message_filters::NullType>; Policy = message_filters::sync_policies::ApproximateTime<pcl::PointCloud<pcl::PointXYZI>, pcl::PointCloud<pcl::PointXYZI> >]’\r\n/opt/ros/indigo/include/message_filters/synchronizer.h:282:52:   required from ‘void message_filters::Synchronizer<Policy>::connectInput(F0&, F1&, F2&, F3&, F4&, F5&, F6&, F7&) [with F0 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; F1 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; F2 = message_filters::NullFilter<message_filters::NullType>; F3 = message_filters::NullFilter<message_filters::NullType>; F4 = message_filters::NullFilter<message_filters::NullType>; F5 = message_filters::NullFilter<message_filters::NullType>; F6 = message_filters::NullFilter<message_filters::NullType>; F7 = message_filters::NullFilter<message_filters::NullType>; Policy = message_filters::sync_policies::ApproximateTime<pcl::PointCloud<pcl::PointXYZI>, pcl::PointCloud<pcl::PointXYZI> >]’\r\n/opt/ros/indigo/include/message_filters/synchronizer.h:275:48:   [ skipping 2 instantiation contexts, use -ftemplate-backtrace-limit=0 to disable ]\r\n/opt/ros/indigo/include/message_filters/synchronizer.h:261:40:   required from ‘void message_filters::Synchronizer<Policy>::connectInput(F0&, F1&, F2&, F3&, F4&) [with F0 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; F1 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; F2 = message_filters::NullFilter<message_filters::NullType>; F3 = message_filters::NullFilter<message_filters::NullType>; F4 = message_filters::NullFilter<message_filters::NullType>; Policy = message_filters::sync_policies::ApproximateTime<pcl::PointCloud<pcl::PointXYZI>, pcl::PointCloud<pcl::PointXYZI> >]’\r\n/opt/ros/indigo/include/message_filters/synchronizer.h:254:36:   required from ‘void message_filters::Synchronizer<Policy>::connectInput(F0&, F1&, F2&, F3&) [with F0 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; F1 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; F2 = message_filters::NullFilter<message_filters::NullType>; F3 = message_filters::NullFilter<message_filters::NullType>; Policy = message_filters::sync_policies::ApproximateTime<pcl::PointCloud<pcl::PointXYZI>, pcl::PointCloud<pcl::PointXYZI> >]’\r\n/opt/ros/indigo/include/message_filters/synchronizer.h:247:32:   required from ‘void message_filters::Synchronizer<Policy>::connectInput(F0&, F1&, F2&) [with F0 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; F1 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; F2 = message_filters::NullFilter<message_filters::NullType>; Policy = message_filters::sync_policies::ApproximateTime<pcl::PointCloud<pcl::PointXYZI>, pcl::PointCloud<pcl::PointXYZI> >]’\r\n/opt/ros/indigo/include/message_filters/synchronizer.h:240:28:   required from ‘void message_filters::Synchronizer<Policy>::connectInput(F0&, F1&) [with F0 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; F1 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; Policy = message_filters::sync_policies::ApproximateTime<pcl::PointCloud<pcl::PointXYZI>, pcl::PointCloud<pcl::PointXYZI> >]’\r\n/opt/ros/indigo/include/message_filters/synchronizer.h:160:24:   required from ‘message_filters::Synchronizer<Policy>::Synchronizer(const Policy&, F0&, F1&) [with F0 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; F1 = message_filters::Subscriber<pcl::PointCloud<pcl::PointXYZI> >; Policy = message_filters::sync_policies::ApproximateTime<pcl::PointCloud<pcl::PointXYZI>, pcl::PointCloud<pcl::PointXYZI> >]’\r\n/home/ne0/autofilter/ros/src/sensing/filters/packages/points_preprocessor/nodes/fusion_filter/fusion_filter.cpp:44:87:   required from here\r\n/opt/ros/indigo/include/ros/message_traits.h:219:56: error: could not convert ‘m.pcl::PointCloud<pcl::PointXYZI>::header.pcl::PCLHeader::stamp’ from ‘const uint64_t {aka const long unsigned int}’ to ‘ros::Time’\r\n   static ros::Time value(const M& m) { return m.header.stamp; }\r\n                                                        ^\r\n/opt/ros/indigo/include/ros/message_traits.h: In static member function ‘static ros::Time ros::message_traits::TimeStamp<M, typename boost::enable_if<ros::message_traits::HasHeader<M> >::type>::value(const M&) [with M = pcl::PointCloud<pcl::PointXYZI>]’:\r\n/opt/ros/indigo/include/ros/message_traits.h:219:63: warning: control reaches end of non-void function [-Wreturn-type]\r\n   static ros::Time value(const M& m) { return m.header.stamp; }\r\n                                                               ^\r\nmake[3]: *** [sensing/filters/packages/points_preprocessor/CMakeFiles/fusion_filter.dir/nodes/fusion_filter/fusion_filter.cpp.o] Error 1\r\nmake[2]: *** [sensing/filters/packages/points_preprocessor/CMakeFiles/fusion_filter.dir/all] Error 2\r\nmake[1]: *** [sensing/filters/packages/points_preprocessor/CMakeFiles/fusion_filter.dir/rule] Error 2\r\nmake: *** [fusion_filter] Error 2\r\nInvoking ""make fusion_filter -j8 -l8"" failed\r\n```\r\n\r\nThanks'}, {'user_id': 'aohsato', 'created_at': '2017-10-18T13:17:34Z', 'comment_text': ""@amc-nu Thanks for your review, too.\r\n1. I added some test details to above PR. I tested my node using the rosbag but it cannot be opened here, so I'll directly share it.\r\n2. I reproduced your error in docker-indigo, and fixed it.\r\n// Note: If you use kinetic only, you can directly receive messages in callback as pcl::PointCloud.""}, {'user_id': 'amc-nu', 'created_at': '2017-10-23T06:29:47Z', 'comment_text': 'Thanks @aohsato I successfully compiled the branch in Indigo, do you have any plans to add the `[app]` window in RTM?'}, {'user_id': 'amc-nu', 'created_at': '2017-10-23T07:24:51Z', 'comment_text': '### How to test:\r\n\r\n---\r\n\r\n`roslaunch points_preprocessor points_concat_filter.launch input0:=/front/velodyne_points input1:=/rear/velodyne_points sensor_frame:=velodyne`\r\n\r\n---\r\n\r\n@aohsato I was able to perform cloud merging. However, I recommend to use `ApproximateTime` instead of `TimeSynchronizer`, the node is **dropping** most of the frames. Leading to a frequency **less than 1 fps**'}, {'user_id': 'amc-nu', 'created_at': '2017-10-23T07:33:01Z', 'comment_text': ""@aohsato Finally, I recommend to change the param name `sensor_frame` to `output_frame`. I think it is easier to understand what is it doing (without the need to check the source code. This is up to you, please decide if you want to change it or not).\r\nAlso please try to follow Google's C++ Style Guide, specially **Naming** https://google.github.io/styleguide/cppguide.html""}, {'user_id': 'aohsato', 'created_at': '2017-10-28T15:20:41Z', 'comment_text': '@amc-nu Thx for your appropriate reviews and comments!!!\r\nI fixed them, added options to runtime manager and pushed, would you please check?\r\n\r\nAnd then, you have to use this correct command for testing with your rosbag, including tf links between **base_link** and velodyne_front/rear.\r\nI already used ApproximateTimePolicy. :)\r\n\r\n```sh\r\nroslaunch points_preprocessor points_concat_filter.launch \\\r\n  input0:=/front/velodyne_points input1:=/rear/velodyne_points output_frame:=base_link\r\n```\r\n\r\nOr please use this runtime_manager like this.\r\n\r\n![screenshot from 2017-10-29 00-13-01](https://user-images.githubusercontent.com/1531482/32135693-4d72b470-bc3e-11e7-98d8-a10655213ac2.png)\r\n\r\n\r\nSo, there is the result in my environment by this code.\r\n```sh\r\n$ rostopic hz /front/velodyne_points\r\nsubscribed to [/front/velodyne_points]\r\nWARNING: may be using simulated time\r\naverage rate: 10.022\r\n\tmin: 0.084s max: 0.121s std dev: 0.01229s window: 10\r\naverage rate: 9.895\r\n\tmin: 0.081s max: 0.121s std dev: 0.01117s window: 20\r\naverage rate: 9.934\r\n\tmin: 0.081s max: 0.121s std dev: 0.01064s window: 30\r\n\r\n$ rostopic hz /points_concat\r\nsubscribed to [/points_concat]\r\nWARNING: may be using simulated time\r\naverage rate: 9.896\r\n\tmin: 0.081s max: 0.132s std dev: 0.01521s window: 10\r\naverage rate: 9.881\r\n\tmin: 0.071s max: 0.132s std dev: 0.01511s window: 20\r\naverage rate: 9.928\r\n\tmin: 0.061s max: 0.132s std dev: 0.01759s window: 30\r\n```'}, {'user_id': 'aohsato', 'created_at': '2017-10-28T15:28:22Z', 'comment_text': 'Furthermore, I plan to modify this code to use multiple (> 2) lidars for next PR.\r\nNote SyncPolicy can obtain pointcloud by up to 9 topics, but I must set them by cpp-template. I want to change the number of topics at runtime.'}, {'user_id': 'amc-nu', 'created_at': '2017-10-28T15:33:09Z', 'comment_text': '@aohsato thank you! Looks great now the frequency is fast enough.\r\n\r\nI’ll check it carefully. Can you please merge develop branch into this one? It has some conflicts now.'}, {'user_id': 'aohsato', 'created_at': '2017-10-28T15:52:39Z', 'comment_text': ""@amc-nu Conflicts is solved.\r\nAh, I didn't need to add the specific message definition... I saw your cloud_transformer config on runtime_manager and learned something new, haha.""}, {'user_id': 'amc-nu', 'created_at': '2017-10-28T15:56:41Z', 'comment_text': '@aohsato thanks!!'}]"
Bugfix/browser ui video settings,hiro-ya-iv,2017-10-16T09:15:24Z,[]
