title,Created_at,thread_id,subtitle_id,Type,Comment_text,creator
Move packages probably related to messages to the messages repository,2019-05-17T14:36:51Z,164,5,answered,"@gbiggs: Any update from @sgermanserrano? Is this just down to updating the Gitlab and Travis files to use vcstool and removing the messages stored here? If so, I am happy to make that PR.",JWhitleyWork
Move packages probably related to messages to the messages repository,2019-05-20T03:06:00Z,164,6,questioned,"We have moved the messages and CI is running for them. The new repository is located here:

https://gitlab.com/autowarefoundation/autoware.ai/messages

We are just about to reach our first code freeze for 1.12, and when we do I will be making a beta release. As part of that I hope to get the messages and other repositories bloomed. It *should* happen this week.",gbiggs
Move packages probably related to simulation to the simulation repository,2019-04-16T07:34:59Z,170,,,,
Move packages probably related to visualization to the visualization repository,2019-04-16T07:33:13Z,171,,,,
[WIP] [Feature] Automatic camera intrinsic calibrator,2019-04-16T00:38:03Z,172,1,answered,Please add the [DCO sign-off line](https://github.com/probot/dco) to your commits.,gbiggs
[WIP] [Feature] Automatic camera intrinsic calibrator,2019-04-16T11:47:27Z,172,2,questioned,"@gbiggs I forgot that rule, thanks.",aohsato
[WIP] [Feature] Automatic camera intrinsic calibrator,2019-04-16T22:33:47Z,172,3,answered,"We are moving packages to their initial new repository locations. Can you please retarget this to the following repository? Otherwise there is a risk of the feature getting lost.

https://github.com/autowarefoundation/utilities/tree/master/autoware_camera_lidar_calibrator",gbiggs
[WIP] [Feature] Automatic camera intrinsic calibrator,2019-04-17T09:47:41Z,172,4,questioned,"@gbiggs Gatcha. I'll move Issue/PR to `utilities` repo from here, thanks.",aohsato
Change lane end index after resample,2019-04-16T00:40:54Z,176,1,answered,Please add the [DCO sign-off line](https://github.com/probot/dco) to your commits.,gbiggs
Updated paths in quick_start launch files and parameters in default.rviz,2019-04-15T12:11:55Z,177,,,,
Fix bug that limits the data rate of DataRateCheckerPlugin,2019-04-16T03:45:29Z,178,1,answered,"Well, I'm glad I reviewed that before you went and reformatted the whole file. Of course, now my review is invalidated because I can't guarantee without a lot of effort that the same changes exist...",gbiggs
Fix bug that limits the data rate of DataRateCheckerPlugin,2019-04-16T03:56:21Z,178,2,questioned,"> Please revert your commit that re-formats the entire code. If you want to re-format, do it in a separate PR.

Sorry about that, I'll make a new PR once this one is resolved. ",drwnz
Fix bug that limits the data rate of DataRateCheckerPlugin,2019-04-16T03:58:27Z,178,3,questioned,"> @drwnz can you please apply clang format?

As per @gbiggs suggestion, we'll do this in a new PR.",drwnz
Fix bug that limits the data rate of DataRateCheckerPlugin,2019-04-16T04:14:58Z,178,4,answered,Thanks! I think it's good to merge once CI finishes... oh and we also have to wait another day based on the current process in case anyone else has comments.,gbiggs
Fix/data rate checker plugin max rate,2019-04-15T09:46:18Z,182,,,,
Adding install directive for autoware_camera_lidar_calibration_node,2019-04-08T20:50:50Z,183,,,,
Develop,2019-04-08T20:40:35Z,184,,,,
sd vehicle interface,2019-04-15T12:21:43Z,185,1,answered,"Looks good to me, but we'll have to wait until the CI on Gitlab uses `vcs` (won't take long). In any case, @EfimiaPanagiotaki-StreetDrone the binary that ships with the repository is compiled for x86 only, right? If so, the CMake for the package should skip the build if we're crosscompiling Autoware for aarch64.",esteve
Feature/sd vehicle interface,2019-04-05T13:52:06Z,186,,,,
Transfer message packages to message repository,2019-04-05T13:06:56Z,187,,,,
Update gitlab ci,2019-04-02T11:35:52Z,188,1,questioned,This is the pipeline before getting the DCO check: [pipeline](https://gitlab.com/sgermanserrano/Autoware/pipelines/54748833),sgermanserrano
Update gitlab ci,2019-04-03T03:00:50Z,188,2,questioned,"@esteve I fully agree with your comment, I hadn't realise. In fact, I don't actually think that we need to use the `.repos` file for the CI on each repo",sgermanserrano
Update gitlab ci,2019-04-03T03:12:46Z,188,3,answered,"For each repo's CI we don't, and even for the cross-repo tests, it's not necessary. The `.repos` file is more for users and deployment.",gbiggs
Update gitlab ci,2019-04-03T03:14:01Z,188,4,questioned,"> For each repo's CI we don't, and even for the cross-repo tests, it's not necessary. The `.repos` file is more for users and deployment.

Yep, I'll close this PR since it is not actually needed",sgermanserrano
sd_vehicle_interface,2019-04-02T02:02:52Z,192,1,answered,"Please amend your commits to include the DCO sign-off line.

https://github.com/autowarefoundation/autoware/wiki/Contributing-to-Autoware",gbiggs
sd_vehicle_interface,2019-04-02T02:12:16Z,192,2,answered,"Since you are adding a new package, please target your PR at the [`drivers` repository](https://github.com/autowarefoundation/drivers). The package should go in the top level directory, as a subdirectory called `sd`.",gbiggs
GPU support on Melodic,2019-03-31T12:19:55Z,194,,,,
Add .repos file for setting up an Autoware workspace using vcs,2019-03-28T18:59:29Z,195,1,answered,The URLs in this `.repos` file are all in the SSH format. Should we default to the https format for users who don't plan to interact with them via GitHub/don't have SSH keys set up?,JWhitleyWork
Add .repos file for setting up an Autoware workspace using vcs,2019-03-28T23:18:04Z,195,2,questioned,"Good catch, @JWhitleyAStuff. I'll fix the URLs.",gbiggs
Experimental/peoria internal test,2019-03-25T21:20:19Z,197,,,,
Merge left over features from around the 1.11 release,2019-03-25T06:24:08Z,198,,,,
Update repository info files,2019-03-25T00:59:15Z,199,,,,
Remove old issue and PR templates,2019-03-25T00:58:03Z,200,,,,
fix install for waypoint extractor,2019-03-23T14:47:52Z,201,1,answered,Replaces autowarefoundation/autoware#2144 ,amc-nu
fix install for waypoint extractor,2019-03-26T07:18:12Z,201,2,answered,"Since develop branch is about to be deleted, the base branch of this pull request is changed to master.

@gbiggs requested to maintainers to wait merging this pull request until @gbiggs is ready.",kfunaoka
fix install for waypoint extractor,2019-04-16T00:48:03Z,201,3,answered,Please add the [DCO sign-off line](https://github.com/probot/dco) to your commits.,gbiggs
Feature/melodic,2019-03-26T15:01:53Z,204,1,answered,"@amc-nu it looks like the base branch for this PR is highly out-of-date with the latest _master_, a rebase will be needed once the changes to the repo are completed, also the _feature/melodic_ branch will likely need to be split between the different repos
",sgermanserrano
Feature/melodic,2019-03-26T16:14:44Z,204,2,answered,"@amc-nu I've rebased https://github.com/autowarefoundation/autoware/tree/feature/melodic on top of develop, could you update your branch? Thanks.",esteve
Fix/waypoint extractor install,2019-03-22T11:03:08Z,206,,,,
Change RTM default topic to match UKF node launch file,2019-03-22T06:51:29Z,207,1,answered,"I reproduced autowarefoundation/autoware_ai#627 error.
Confirmed that the above error is fixed by this PR.",k0suke-murakami
Change RTM default topic to match UKF node launch file,2020-05-20T19:45:31Z,207,2,answered,"well i tried with ros kinetic and autoware 1.12, the same issue exist. I even try implementing fix manually and it didn't work.

Data used: moriyama_2015-06-11_02_free_download.bag",tekrajchhetri
[Release] 1.11.0,2019-03-21T05:08:38Z,209,,,,
Support full functions of g30esli_interface,2019-05-14T16:43:03Z,210,1,questioned,"@wep21 I fixed that by adding ""catkin_install_python"" in 873379b.",aohsato
Support full functions of g30esli_interface,2019-05-14T23:49:18Z,210,2,answered,Please add the sign-off line to your commits.,gbiggs
Support full functions of g30esli_interface,2019-05-15T02:14:56Z,210,3,answered,"I tested the operation until https://github.com/autowarefoundation/autoware/pull/2139/commits/94760dce9e120e05e81aef05f0690c40fcdaca48, but had the following problems.
Have these problems been solved?
- It takes longer to brake than previous versions.
- I can not start again after braking.",yn-mrse
Support full functions of g30esli_interface,2019-05-15T19:11:26Z,210,4,questioned,@gbiggs Thanks. I added using cherry-pick.,aohsato
Support full functions of g30esli_interface,2019-05-15T19:11:49Z,210,5,questioned,"@yn-mrse Since you said those problems, I added braking logic in cfd3f58 and restating logic in 7bf69ad. Thanks for your review.",aohsato
Support full functions of g30esli_interface,2019-05-16T02:47:47Z,210,6,answered,@yn-mrse Please confirm if the problem you found has been fixed.,gbiggs
Support full functions of g30esli_interface,2019-05-17T03:07:12Z,210,7,questioned,"@wep21 @yn-mrse Thanks for your code review. I updated this PR with the more detailed testing process, please check if you can.",aohsato
Support full functions of g30esli_interface,2019-05-17T05:23:24Z,210,8,answered,"@aohsato I tried offline test as described above. I could obtain a desired result as following.
![Screenshot from 2019-05-17 14-09-28](https://user-images.githubusercontent.com/42202095/57904807-455f6380-78af-11e9-9f70-e0b1b0ee498e.png)
",wep21
Support full functions of g30esli_interface,2019-05-17T10:02:44Z,210,9,answered,"https://github.com/autowarefoundation/autoware/pull/2139#issuecomment-492895665
@aohsato @gbiggs The corresponding part has been verified at the code level.",yn-mrse
Support full functions of g30esli_interface,2019-05-17T10:05:01Z,210,10,answered,"@aohsato Conducted an online test and confirmed the operation.
The parts necessary for the correction are as described above. It has been confirmed that it works without any problems if these patches are added.",yn-mrse
Support full functions of g30esli_interface,2019-05-20T01:28:53Z,210,11,answered,"@yn-mrse @wep21 Please confirm if your review comments have been dealt with satisfactorially, and if they have please set your review to ""approved"".

@aohsato Some of your commits are missing the DCO sign-off line.",gbiggs
Support full functions of g30esli_interface,2019-05-20T05:34:50Z,210,12,questioned,"@yn-mrse @wep21 Thanks for your review!
@gbiggs I forgot that, pushed again by using cherry-pick.",aohsato
Support full functions of g30esli_interface,2019-05-24T08:42:05Z,210,13,answered,"The GitLab CI is failing because the binary format does not work in cross compilation (obviously), so I'm going to override the CI requirement and merge. The non-cross CI run compiles.",gbiggs
Feature/qpoases,2019-03-19T23:59:20Z,223,1,answered,"Just from a quick glance (not a full review), this PR has numerous problems:
- The description is woefully incomplete and lacking in detail; it doesn't even say what the actual goal of the PR is.
- It includes many hard-coded full paths which include your home directory.
- It copies and pastes entire files from elsewhere that do not appear to be necessary based on the PR description, and that have a different license to Autoware (e.g. BSD).
- It removes the copyright header from some files.
- It touches 37 files, many of them in ways that don't appear to be related to the PR.

Please read the [contributing guidelines](https://github.com/CPFL/Autoware/wiki/Contributing-to-Autoware) to see what your PR needs to provide and how it will be reviewed, then update your PR appropriately.",gbiggs
Add missing install for image resources on camera calibrator,2019-03-19T15:30:52Z,224,,,,
YMC library for Melodic,2019-03-19T02:02:07Z,225,,,,
[Fix] Update YMC library for melodic / not for indigo,2019-03-16T03:02:46Z,226,1,questioned,"@amc-nu @esteve Plz review for Melodic support?
@yn-mrse @wep21 Plz test on the real car or assign another member?",aohsato
[Fix] Update YMC library for melodic / not for indigo,2019-03-16T03:07:28Z,226,2,questioned,"NOTE: I just re-compiled ymc library with `-fPIC` option, so this has the same function with the current implementation.",aohsato
[Fix] Update YMC library for melodic / not for indigo,2019-03-18T06:34:25Z,226,3,answered,"@aohsato Since this is not for 1.11, please move it to a fork.",gbiggs
[Fix] Update YMC library for melodic / not for indigo,2019-03-18T12:21:28Z,226,4,answered,"@aohsato thanks for the update. Could you retarget the pull request to `feature/melodic`?

Also, please don't change anything in `CMakeLists.txt` that is not strictly necessary. For example, the reason `autoware_build_flags` is currently not listed as a `COMPONENT` is because we are making changes to migrate to `ament`, so it's best to keep it that way. This commit (https://github.com/CPFL/Autoware/pull/2133/commits/05899a557cb0c980f6c5b55168da385a4597957f) should be reverted.",esteve
[Fix] Update YMC library for melodic / not for indigo,2019-03-19T02:02:29Z,226,5,answered,replaced by autowarefoundation/autoware#2135 ,amc-nu
kalman filter for localization,2019-03-15T15:24:22Z,231,1,questioned,"I changed the branch to my fork as commented in autowarefoundation/autoware#2130
",TakaHoribe
kalman filter for localization,2019-03-18T14:02:09Z,231,2,questioned,"> @TakaHoribe have you considered using one of the ready available libraries for the generic part of the KF as @amc-nu suggested [here](https://github.com/CPFL/Autoware/pull/2045#issuecomment-473299787)?

@sgermanserrano Yes, I have seen some libraries, but I couldn't judge which one should we use soon. Actually, in this kf package, I used only the most basic matrix calculation of Kalman Filter, which is just a few lines, and so I thought scratch would be better in the viewpoint of development and debugging of the first try.
At first, we should make this architecture autowarefoundation/autoware_ai#461 work. We can discuss later about which Bayes algorithm or which library is better.
Of course, I agree to use well-managed open libraries, and we can replace my kf code to other libraries in the future, if it is worth to do so. ",TakaHoribe
kalman filter for localization,2019-03-18T14:24:59Z,231,3,answered,"From this answer:
https://stackoverflow.com/questions/8025700/is-there-a-quadratic-programming-library-in-c

http://pages.cs.wisc.edu/~swright/ooqp/
https://doc.cgal.org/latest/QP_solver/index.html

I have used in the past:
http://www.gnu.org/software/gsl/

It is also installable via rosdep",amc-nu
kalman filter for localization,2019-03-19T03:48:07Z,231,4,answered,"> Of course, I agree to use well-managed open libraries, and we can replace my kf code to other libraries in the future, if it is worth to do so.

I would say that you should do it the other way around. Use a library now, and if it turns out to be slow or a maintenance burden in the future replace it with custom code.",gbiggs
kalman filter for localization,2019-03-19T05:45:09Z,231,5,questioned,"@amc-nu Thank you for your information. I'll check it. @gbiggs OK, I'll do that.",TakaHoribe
kalman filter for localization,2019-03-19T14:55:57Z,231,6,answered,">I have used in the past:
http://www.gnu.org/software/gsl/

Please note that this library is GPL",yukkysaito
kalman filter for localization,2019-03-19T16:26:50Z,231,7,answered,agreed with @yukkysaito in that attention needs to be put into the license. Please also consider whether the library is being actively maintained or not,sgermanserrano
kalman filter for localization,2019-03-20T04:01:39Z,231,8,questioned,"@amc-nu @sgermanserrano  I checked the URL @amc-nu posted, but they are all about about QP solver, like ""I'm looking for math library for Cholesky decomposition"".  They are not Kalman filter. Maybe, there is some misunderstanding. If you are talking about this library level, I could say, I use Eigen library for the kalman filter. 
The last one is the GPV, as discussed above.
I know there is a Kalman filter Class for OpenCV, but I don't think it is the best way to include the huge OpenCV for just only kalman filter algorithm. As I say, the kalman filter algorithm can be written with just a few lines by using Eigen library. I think the maintenance cost is not high.",TakaHoribe
kalman filter for localization,2019-03-20T04:31:51Z,231,9,answered,"For Kalman filter see [here](https://github.com/CPFL/Autoware/pull/2045#issuecomment-473299787)

> I know there is a Kalman filter Class for OpenCV

OpenCV is already required by ROS.
`ros-kinetic-desktop-full`<-`ros-kinetic-perception`<-`ros-kinetic-cv-bridge`<-`ros-kinetic-opencv3`

So you're not adding anything extra.",amc-nu
kalman filter for localization,2019-03-20T07:58:53Z,231,10,answered,"Maybe not for Autoware as it is now, but if the EKF package depends on OpenCV just for that, that's a big dependency for a stripped down Autoware.",gbiggs
kalman filter for localization,2019-03-20T08:57:19Z,231,11,answered,"IMO it seems a little counter-intuitive to rely on OpenCV for just the KF class, since the code proposed by @TakaHoribe for the KF library are the matrix equations on their own. Nevertheless, I would suggest placing the library within _common_ or other more meaningful place for non-localization nodes to use.",sgermanserrano
kalman filter for localization,2019-03-22T01:43:58Z,231,12,questioned,"> Nevertheless, I would suggest placing the library within _common_ or other more meaningful place for non-localization nodes to use.

@sgermanserrano OK, I'll change the directory to ros/src/common/lib, so that it is usable from other packages.",TakaHoribe
kalman filter for localization,2019-03-26T03:25:34Z,231,13,questioned,"I couldn't fix signoff problem because of some merge commits or git version. Finally, I remove all commits and apply patch file to recreated new branch and force push to this branch.

(closed is just a mistake)",TakaHoribe
kalman filter for localization,2019-03-26T05:18:39Z,231,14,answered,@TakaHoribe why did you categorize it as `fusion_localizer`?,amc-nu
kalman filter for localization,2019-03-26T06:01:43Z,231,15,answered,Don't worry about sign-off for old PRs. I will be talking about this more in next week's meeting.,gbiggs
kalman filter for localization,2019-03-26T06:31:04Z,231,16,questioned,"> @TakaHoribe why did you categorize it as `fusion_localizer`?

@amc-nu Because the purpose of this kalman filter node is to integrate multiple localize information(NDT pose, GPS pose and can/IMU twist). This module doesn't generate localized position on its own. autowarefoundation/autoware_ai#461 : localization overall architecture
",TakaHoribe
kalman filter for localization,2019-03-26T09:31:34Z,231,17,questioned,"

> @TakaHoribe have you considered using one of the ready available libraries for the generic part of the KF as @amc-nu suggested [here](https://github.com/CPFL/Autoware/pull/2045#issuecomment-473299787)?

@sgermanserrano I've replaced KF library directory from kalman_filter_localizer to src/common/libs/amathusils_lib. Please check it.
https://github.com/autowarefoundation/autoware/pull/2131/commits/65385f2e7aba6671f2f730e088f5fc0efa603248",TakaHoribe
kalman filter for localization,2019-03-26T09:34:33Z,231,18,questioned,"We have tested the kalman filter in real environment and confirmed that noise reduction and pose interpolation were performed properly. please see this pic.
![image](https://user-images.githubusercontent.com/21360593/54986184-8779d080-4ff5-11e9-87ae-2de50a3f6887.png)",TakaHoribe
kalman filter for localization,2019-05-13T02:12:33Z,231,19,questioned,move to autowarefoundation/autoware#2247 to fit v.1.12 release process.,TakaHoribe
Feature/kalman filter,2019-03-15T12:01:31Z,250,1,answered,"@TakaHoribe there is no time for proper review an acceptance of this PR for v1.11. Can you fork the repository and make the PR from there? As has been [requested](https://github.com/CPFL/Autoware/pull/1685#issuecomment-473184692) for other PRs.

If there is a plan to use the KF library from non-localization related nodes it I'll be worth placing it elsewhere within the Autoware repo",sgermanserrano
Feature/kalman filter,2019-03-15T13:52:02Z,250,2,questioned,"@sgermanserrano Thank you for your comment. OK, I'll re-submit this PR from my fork.
For now, I don't have the plan for KF. But, these common algorithms should be organized in the common directory.",TakaHoribe
feature/sd_twizy_model,2019-03-15T11:47:20Z,252,1,answered,"@EfimiaPanagiotaki-StreetDrone it seems the _develop_ branch your branch stems from is quite out-of-date, can you update it? in particular _system/gazebo_ does not exist anymore I think you need to add the Twizy model in [https://github.com/CPFL/Autoware/tree/develop/ros/src/simulation/gazebo_simulator](https://github.com/CPFL/Autoware/tree/develop/ros/src/simulation/gazebo_simulator)",sgermanserrano
feature/sd_twizy_model,2019-03-18T17:09:14Z,252,2,answered,"@EfimiaPanagiotaki-StreetDrone thanks for submitting your model for integration into Autoware! In the following weeks, we'll split up the main repository and heavily reorganize the structure of the source tree.  Moreover, we'll also now aim for not bundling more stuff inside Autoware, but changing Autoware to make integrating it with external project much more easily.

I've created https://github.com/streetdrone-home/SD-TwizyModel/issues/1 for releasing the packages into the buildfarm, let me know if there's anything I can help with.",esteve
feature/sd_twizy_model,2019-03-19T03:40:57Z,252,3,answered,@esteve Do you want to close this now? Or do you want to coordinate making Autoware work with the streetdrone repository here?,gbiggs
[fix] rosbag_controller's split function,2019-03-14T06:55:05Z,255,,,,
[fix] not predicting objects at x<=0 or y<=0,2019-03-14T03:10:13Z,256,1,questioned,"@amc-nu  Can you check?
Added codes for filtering out a too close object.
If this modification is not your original intention, will revert it.",k0suke-murakami
Replace IV texture with AW,2019-03-13T12:34:31Z,257,,,,
Added AW Lexus model,2019-03-13T09:31:05Z,258,,,,
Fix/gazebo with colcon,2019-03-11T10:46:27Z,259,1,questioned,"@sgermanserrano @kfunaoka 
I am doing colcon correspondence, but I got an error on CI. Autoware is read only on CI and file creation is impossible. Is there a good way to do it?",yukkysaito
Fix/gazebo with colcon,2019-03-11T10:48:47Z,259,2,questioned,"In CI of gitlab, such authority setting is not set and succeed",yukkysaito
Fix/gazebo with colcon,2019-03-11T10:49:49Z,259,3,answered,@yukkysaito what files do you need to create?,sgermanserrano
Fix/gazebo with colcon,2019-03-11T10:55:23Z,259,4,answered,@yukkysaito it seems to be linked to [https://github.com/ros-industrial/industrial_ci/issues/210](https://github.com/ros-industrial/industrial_ci/issues/210),sgermanserrano
Fix/gazebo with colcon,2019-03-11T12:00:28Z,259,5,questioned,"Thank you!
It need to copy the files in the submodule to Autoware. The submodule is an external repository that provides gazebo world.",yukkysaito
Fix/gazebo with colcon,2019-03-11T15:20:36Z,259,6,answered,"@amc-nu it seems like _industrial_ci_ loads the source as read-only
",sgermanserrano
Fix/gazebo with colcon,2019-03-11T15:26:57Z,259,7,answered,@sgermanserrano @yukkysaito do you know why the models are not being installed instead in the install space? Installer was working before.,amc-nu
Fix/gazebo with colcon,2019-03-12T14:26:33Z,259,8,answered,@yukkysaito can you remove the `controller_manager` duplication in _simulation/gazebo_simulator/launcher/vehicle_gazebo_simulation_launcher/CMakeLists.txt_?,sgermanserrano
Fix/gazebo with colcon,2019-03-12T15:07:39Z,259,9,answered,"@yukkysaito thanks for pushing the fix.
Can you please attend @sgermanserrano [request](
https://github.com/CPFL/Autoware/blob/fix/gazebo_with_colcon/ros/src/simulation/gazebo_simulator/launcher/vehicle_gazebo_simulation_launcher/CMakeLists.txt#L5)?

@TakaHoribe can you please test with this branch if you can execute properly the simulator, and report back?
Thanks",amc-nu
Fix/gazebo with colcon,2019-03-12T15:56:23Z,259,10,questioned,@amc-nu @sgermanserrano Thank you for check,yukkysaito
Fix/gazebo with colcon,2019-03-12T16:20:30Z,259,11,questioned,"It seems that all scripts in the runtime manager are no longer executable.
```
sh: 1: /home/yukihiro/workspace/Autoware/ros/install/runtime_manager/share/runtime_manager/scripts/gazebo.sh: Permission denied
```
I'll modify this",yukkysaito
Feature/health checker check true,2019-03-12T01:27:50Z,270,1,answered,"This PR is unmergable. There are far too many unrelated changes, such as header file name changes.

Please make every change that is intended for a new PR in its own individual branch.

Also please make the PR description is complete and detailed.",gbiggs
Feature/update health checker threashold by rosparam,2019-03-12T01:31:23Z,271,1,answered,"This PR is unmergable. There are far too many unrelated changes, such as header file name changes.

Please make every change that is intended for a new PR in its own individual branch.

Also please make the PR description is complete and detailed.",gbiggs
Feature/update health checker threashold by rosparam,2019-03-12T07:18:10Z,271,2,questioned,"This PR adds ValueManager Class to the autoware_health_checker.
ValueManager manage threashold values in rosparam.

![image](https://user-images.githubusercontent.com/10348912/54181543-368cb700-44e2-11e9-8ccf-3874d64cda72.png)
![image](https://user-images.githubusercontent.com/10348912/54181568-486e5a00-44e2-11e9-8808-af709468e39b.png)
Detailed autoware_health_checker documentation is [here.](https://docs.google.com/presentation/d/e/2PACX-1vQk_jbGbUtRJLvaOpO_KhYzGTjDBGm-wxeZaJwuz4UEg9l215sVo7GVsh8oXGHvz-B-Flb4c9tBdSw8/pub?start=false&loop=false&delayms=3000)",hakuturu583
Feature/update health checker threashold by rosparam,2019-03-12T07:19:33Z,271,3,questioned,"ValueManager get threashold parameter from rosparam.
If the threshold value was setted by parameter, the ValueManager Overweite threashold values.",hakuturu583
Feature/update health checker threashold by rosparam,2019-03-12T09:21:00Z,271,4,answered,"@hakuturu583 as per autowarefoundation/autoware_ai#494 can you create a ReadMe for the feature?, there seem to be a lot of things that need to be manually done to get it to work. Also how is this different from [bond](http://wiki.ros.org/bond)?",sgermanserrano
Feature/update health checker threashold by rosparam,2019-03-12T09:35:17Z,271,5,questioned,@sgermanserrano It is not only heart beat. Heartbeat feature is includes in PR autowarefoundation/autoware#1943 ,hakuturu583
Feature/update health checker threashold by rosparam,2019-03-12T09:36:14Z,271,6,questioned,@sgermanserrano OK! I will add README.md,hakuturu583
Feature/update health checker threashold by rosparam,2019-03-18T06:30:55Z,271,7,answered,"@hakuturu583 If this is not going into 1.11, please move it to a fork.",gbiggs
Feature/update health checker threashold by rosparam,2019-03-20T07:45:38Z,271,8,questioned,@gbiggs I already forked this feature branch!!,hakuturu583
Feature/update health checker threashold by rosparam,2019-03-20T07:56:26Z,271,9,answered,Please link to the new PR.,gbiggs
[fix melodic] Remove PCL from the DEPENDS export,2019-03-18T08:15:35Z,280,1,questioned,"any comment on this @esteve @sgermanserrano ?
Gitlab CI is failing due to an unrelated test ` No module named autoware_launcher.core.plugin`",amc-nu
[MERGE AFTER #2074] Use ament for lidar_detector packages,2019-03-07T20:02:10Z,281,,,,
Feature/motion monitor,2019-03-06T22:19:40Z,282,,,,
Update wiki demo,2019-03-05T15:38:24Z,283,,,,
[fix melodic] Add OpenCV libraries to the linker,2019-03-06T12:21:07Z,284,1,answered,Thanks!,esteve
[fix melodic] Add missing numeric header on lidar_detector,2019-03-06T12:21:29Z,285,1,answered,Thanks!,esteve
[fix melodic] Add OpenCV libraries to the linker,2019-03-05T12:48:10Z,286,,,,
[fix melodic] Add OpenCV libraries to the linker,2019-03-05T10:54:17Z,287,1,answered,"@amc-nu I have not experienced this issue when compiling the branch. I'll check if I get a problem with your fix
",sgermanserrano
[fix melodic] Add OpenCV libraries to the linker,2019-03-05T12:43:35Z,287,2,questioned,"Closing, changing base branch to match `feature/melodic`",amc-nu
[fix melodic] Add missing numeric header on lidar_detector,2019-03-05T12:43:22Z,289,1,questioned,"Closing, changing base branch to match `feature/melodic`",amc-nu
Feature/ouster submodule,2019-03-18T06:23:28Z,290,1,answered,@alexandrx @amc-nu Can this be merged?,gbiggs
Feature/ouster submodule,2019-03-18T06:30:01Z,290,2,answered,There are some updates on the driver tackling new firmware. I'll close this in the meantime and create a new PR once we have it ready.,amc-nu
Fix/costmap generator,2019-03-05T00:49:35Z,292,1,answered,"@sgermanserrano  Thanks a lot!

@amc-nu  Could you check this PR? This PR modifies your `object_map` package a little bit so that other package like `costmap_generator` could use codes from `object_map`.(Using `object_map_utils_lib`)",k0suke-murakami
Updated Ouster config dialog,2019-03-18T06:23:01Z,293,1,answered,@alexandrx @amc-nu Can this be merged?,gbiggs
Updated Ouster config dialog,2019-03-18T06:30:54Z,293,2,answered,"This depends on #2080, so I'll close and update later.",amc-nu
Feature/ouster config dialog,2019-03-04T10:53:20Z,295,,,,
[MERGE AFTER #2035] Use ament for pixel_cloud_fusion and range_vision_fusion,2019-03-01T14:40:59Z,296,,,,
[MERGE AFTER #2072] Fix/refactoring autoware msgs,2019-03-18T06:22:17Z,297,1,answered,Please work according to https://github.com/CPFL/Autoware/pull/2066#issuecomment-470405702.,gbiggs
[MERGE AFTER #2071] Fix/refactoring detection msgs,2019-03-02T06:15:58Z,298,1,answered,"While still under discussion, perception has detection, tracking, path prediction. Even if they are communicated in a common type, there is a possibility of misunderstanding as it becomes autoware_detection_msgs. I think that it is better to stay on this PR.",yukkysaito
[MERGE AFTER #2071] Fix/refactoring detection msgs,2019-03-02T06:17:41Z,298,2,answered,"Even though there is refactoring of detection msgs, this PR also includes refactoring of various messages.",yukkysaito
[MERGE AFTER #2071] Fix/refactoring detection msgs,2019-03-18T06:21:33Z,298,3,answered,Please work according to https://github.com/CPFL/Autoware/pull/2066#issuecomment-470405702.,gbiggs
[MERGE AFTER #2070] Fix/refactoring socket msgs,2019-03-18T06:21:24Z,301,1,answered,Please work according to https://github.com/CPFL/Autoware/pull/2066#issuecomment-470405702.,gbiggs
[MERGE AFTER #2069] Fix/refactoring planning msgs,2019-03-18T06:21:06Z,302,1,answered,Please work according to https://github.com/CPFL/Autoware/pull/2066#issuecomment-470405702.,gbiggs
[MERGE AFTER #2068] Fix/refactoring localization msgs,2019-03-02T06:20:31Z,303,1,answered,Please wait just a bit because we are fundamentally considering the architecture of localization.,yukkysaito
[MERGE AFTER #2068] Fix/refactoring localization msgs,2019-03-18T06:20:50Z,303,2,answered,Please work according to https://github.com/CPFL/Autoware/pull/2066#issuecomment-470405702.,gbiggs
[MERGE AFTER #2067] Fix/refactoring sensing msgs,2019-03-18T06:20:39Z,305,1,answered,Please work according to https://github.com/CPFL/Autoware/pull/2066#issuecomment-470405702.,gbiggs
[MERGE AFTER #2066] Fix/refactoring sync msgs,2019-03-02T06:01:26Z,306,1,answered,"This effort was towards R & D, and it was made for the guarantee of real time constraint. However, since we have ros2.0 and autoware.auto now, I think that I do not need sync.",yukkysaito
[MERGE AFTER #2066] Fix/refactoring sync msgs,2019-03-18T06:20:04Z,306,2,answered,Please work according to https://github.com/CPFL/Autoware/pull/2066#issuecomment-470405702.,gbiggs
autoware msgs refactoring,2019-03-07T06:41:19Z,308,1,answered,"Since this work is due for 1.12, I think we need to revise how we manage all these PRs and where they go. Please consider doing something like the following:

1. Fork the Autoware repository.
1. Pull everything from develop into master.
1. Create branches from master for your proposed changes.
1. Create PRs from your branches to the master branch in your fork.
1. Comment here with the location of those PRs so everyone can look at them and review them.
1. As each gets declared acceptable, merge it into the master of your fork.
1. When they are all done, rebase to the latest master from the upstream repository and do a PR to the master branch of the upstream repository.
1. If everything checks out fine there, which it should, we can accept that single PR rapidly, minimising the possibility of a clash with other changes that were merged during the work.",gbiggs
Fix/refactoring detection msgs,2019-03-01T10:12:42Z,309,1,questioned,"The target branch for merging should have been `develop`, not `master`",alexandrx
Fix/refactoring socket msgs,2019-03-01T10:13:11Z,310,1,questioned,"The target branch for merging should have been `develop`, not `master`",alexandrx
